ROCK NAME,LATITUDE,LONGITUDE,SIO2,MGO
DUNITE,61.75,-145.75,41.4,43.5
DUNITE,61.75,-145.75,32.2,40.1
DUNITE,61.75,-145.75,33.1,41.4
DUNITE,61.75,-145.75,38.6,45.1
DUNITE,61.75,-145.75,43.4,43.4
DUNITE,61.75,-145.75,52.3,20.9
PERIDOTITE,32.0,-107.0,45.0,40.0
PERIDOTITE,32.0,-107.0,45.1,36.8
PERIDOTITE,32.0,-107.0,46.0,37.7
PERIDOTITE,32.0,-107.0,45.1,40.0
DUNITE,33.25,-110.5,40.1,43.2
DUNITE,31.75,-107.0,44.1,46.4
DUNITE,57.8833,-153.7,34.1,38.4
DUNITE,57.3333,-154.75,41.6,34.8
PERIDOTITE,64.5,-145.0,38.8,40.2
PERIDOTITE,64.5,-145.0,41.1,42.2
PERIDOTITE,64.5,-145.0,40.2,39.6
PERIDOTITE,64.5,-145.0,40.0,39.0
PERIDOTITE,64.5,-145.0,40.4,39.2
PERIDOTITE,64.5,-145.0,39.8,41.4
PERIDOTITE,64.5,-145.0,18.5,32.6
DUNITE,64.5,-145.0,43.1,42.9
PERIDOTITE,64.5,-145.0,36.9,43.9
PERIDOTITE,64.5,-145.0,41.1,40.0
PERIDOTITE,64.5,-145.0,42.1,42.1
PERIDOTITE,64.5,-145.0,42.8,40.0
PERIDOTITE,64.5,-145.0,41.9,42.6
PERIDOTITE,64.5,-145.0,34.2,41.1
PERIDOTITE,64.5,-145.0,42.0,42.5
PERIDOTITE,64.5,-145.0,40.5,36.3
PERIDOTITE,64.5,-145.0,40.5,40.7
DUNITE,64.5,-145.0,39.2,41.1
PERIDOTITE,64.5,-145.0,39.1,39.5
PERIDOTITE,42.2194,-123.971,47.2,16.8
PERIDOTITE,42.2194,-123.971,47.5,11.0
PERIDOTITE,56.0833,-132.833,37.9,38.7
DUNITE,56.0833,-132.833,39.6,41.9
DUNITE,56.0833,-132.833,35.2,40.8
DUNITE,56.0833,-132.833,35.7,42.5
PERIDOTITE,56.0833,-132.833,38.6,37.8
DUNITE,56.0833,-132.833,36.1,42.6
DUNITE,56.0833,-132.833,35.8,43.3
DUNITE,56.0833,-132.833,35.0,41.7
DUNITE,56.0833,-132.833,35.1,41.5
DUNITE,56.0833,-132.833,37.7,43.5
DUNITE,56.0833,-132.833,37.6,46.2
DUNITE,56.0833,-132.833,35.8,42.6
DUNITE,56.0833,-132.833,35.7,42.7
DUNITE,56.0833,-132.833,35.2,42.7
DUNITE,56.0833,-132.833,37.4,45.5
DUNITE,56.0833,-132.833,35.2,42.4
PERIDOTITE,56.0833,-132.833,36.4,40.4
DUNITE,58.9372,-161.768,37.1,45.0
DUNITE,58.9389,-161.77100000000002,36.6,43.5
DUNITE,58.9422,-161.773,36.6,44.8
DUNITE,58.9522,-161.744,36.7,43.5
DUNITE,58.9533,-161.76,35.9,43.5
DUNITE,58.9533,-161.76,37.3,43.9
DUNITE,58.9533,-161.76,36.2,45.6
DUNITE,58.95,-161.75,39.0,42.0
DUNITE,58.9255,-161.773,36.9,45.6
DUNITE,58.9255,-161.773,36.6,45.6
DUNITE,58.9255,-161.773,37.5,42.9
DUNITE,58.9267,-161.764,35.5,40.8
DUNITE,58.9244,-161.753,36.3,40.8
DUNITE,58.95,-161.75,36.6,43.2
PERIDOTITE,58.9244,-161.753,36.8,41.8
DUNITE,58.9244,-161.753,37.8,38.4
PERIDOTITE,58.95,-161.75,36.5,45.0
PERIDOTITE,58.95,-161.75,35.5,43.5
DUNITE,58.95,-161.75,36.7,43.5
PERIDOTITE,58.95,-161.75,36.8,45.0
DUNITE,58.95,-161.75,38.0,41.7
DUNITE,58.95,-161.75,36.7,44.1
PERIDOTITE,58.95,-161.75,40.9,35.4
PERIDOTITE,58.95,-161.75,38.4,41.1
DUNITE,58.95,-161.75,36.4,45.6
DUNITE,58.95,-161.75,36.7,44.4
DUNITE,58.95,-161.75,35.2,43.5
DUNITE,58.95,-161.75,36.4,43.5
DUNITE,58.95,-161.75,35.3,42.6
PERIDOTITE,34.8833,-120.633,39.9,34.6
PERIDOTITE,34.8833,-120.633,44.6,27.5
PERIDOTITE,34.8667,-120.617,40.5,32.4
DUNITE,34.8667,-120.617,33.1,38.2
PERIDOTITE,41.85,-123.617,40.0,38.7
PERIDOTITE,41.8167,-123.65,40.5,38.8
PERIDOTITE,41.8167,-123.65799999999999,41.0,38.8
PERIDOTITE,41.8167,-123.64200000000001,42.6,36.0
PERIDOTITE,41.8333,-123.65,38.5,38.8
PERIDOTITE,41.85,-123.64200000000001,40.0,38.8
HARZBURGITE,37.2083,-119.265,45.2,41.5
HARZBURGITE,37.2083,-119.265,46.1,39.2
DUNITE,38.5,-116.0,39.9,44.2
DUNITE,38.5,-116.0,43.2,46.4
DUNITE,38.5,-116.0,40.8,46.9
DUNITE,38.5,-116.0,40.3,46.0
DUNITE,-5.0,35.0,39.5,40.1
HARZBURGITE,60.25,-166.05,41.4,37.2
LHERZOLITE,60.25,-166.05,38.5,47.0
LHERZOLITE,60.25,-166.05,44.2,40.7
PERIDOTITE,21.3333,-157.75,45.0,40.4
DUNITE,35.5,-111.5,40.2,46.0
PERIDOTITE,35.5,-111.5,45.4,25.9
PERIDOTITE,35.5,-111.5,48.6,21.8
PERIDOTITE,35.5,-111.5,47.2,23.0
PERIDOTITE,35.5,-111.5,44.5,21.0
PERIDOTITE,35.5,-111.5,46.7,19.1
PERIDOTITE,19.75,-155.86700000000002,42.6,36.4
DUNITE,62.7833,-151.517,48.5,4.7
DUNITE,62.7833,-151.517,76.6,0.14
DUNITE,62.7833,-151.517,40.6,49.2
DUNITE,62.7167,-151.767,41.6,42.2
PERIDOTITE,35.5,-112.25,41.8,30.5
HARZBURGITE,35.9708,-82.2917,43.8,45.1
HARZBURGITE,35.9708,-82.2917,43.9,45.9
DUNITE,35.2,-112.21700000000001,39.2,45.1
PERIDOTITE,35.2,-112.21700000000001,45.8,20.2
PERIDOTITE,35.2,-112.21700000000001,49.0,17.7
PERIDOTITE,35.2,-112.18299999999999,41.2,28.8
PERIDOTITE,35.3667,-112.71700000000001,43.5,23.1
PERIDOTITE,35.3667,-112.71700000000001,41.9,29.0
PERIDOTITE,58.55,-136.917,36.7,22.4
PERIDOTITE,58.55,-136.917,35.6,10.7
PERIDOTITE,36.8333,-118.26700000000001,40.9,36.8
PERIDOTITE,36.8333,-118.26700000000001,43.8,35.4
PERIDOTITE,37.2117,-119.262,44.2,38.8
PERIDOTITE,37.2117,-119.262,45.3,39.4
DUNITE,37.2117,-119.262,41.1,49.1
PERIDOTITE,37.2117,-119.262,44.2,36.1
DUNITE,68.35,-158.45,35.2,44.2
DUNITE,68.2667,-161.167,43.1,45.4
PERIDOTITE,37.0,-118.167,50.9,29.1
PERIDOTITE,37.4333,-121.51700000000001,43.9,30.6
DUNITE,37.4167,-121.417,35.2,41.7
DUNITE,37.4167,-121.43299999999999,37.4,40.1
PERIDOTITE,37.4,-121.43299999999999,42.2,36.2
DUNITE,37.4167,-121.46700000000001,38.5,43.4
DUNITE,68.3333,-158.35,38.11,45.02
PERIDOTITE,40.5,-121.125,53.42,5.22
PERIDOTITE,40.5,-121.125,53.82,5.38
PERIDOTITE,42.0,-123.625,39.99,38.7
PERIDOTITE,37.22,-119.15799999999999,45.2,29.3
PERIDOTITE,37.22,-119.15799999999999,41.3,31.4
PERIDOTITE,42.3,-123.883,40.5,28.3
PERIDOTITE,42.3,-123.883,45.8,22.3
PERIDOTITE,42.3,-123.883,38.6,30.8
DUNITE,42.3,-123.883,40.4,33.2
PERIDOTITE,42.3,-123.883,38.3,28.7
PERIDOTITE,42.3,-123.883,45.7,19.8
DUNITE,42.3,-123.883,42.7,29.0
PERIDOTITE,42.3,-123.883,37.7,28.5
DUNITE,42.3,-123.883,42.5,36.0
PERIDOTITE,42.3,-123.883,45.5,22.8
PERIDOTITE,34.125,-109.5,45.1,14.6
PERIDOTITE,41.7667,-123.95,46.2,24.1
DUNITE,41.7667,-123.95,35.6,28.1
DUNITE,41.7667,-123.95,36.3,34.7
PERIDOTITE,38.25,-117.25,64.4,1.2
PERIDOTITE,60.2667,-147.667,50.0,8.28
PERIDOTITE,60.2667,-147.667,40.1,30.4
PERIDOTITE,37.4167,-121.46700000000001,44.5,42.1
PERIDOTITE,37.4167,-121.383,42.5,44.6
PERIDOTITE,35.1667,-115.75,45.2,38.3
PERIDOTITE,35.1667,-115.75,44.6,42.3
PERIDOTITE,35.1667,-115.75,44.6,42.4
PERIDOTITE,34.6167,-115.917,43.0,39.4
PERIDOTITE,34.6167,-115.917,43.9,40.2
PERIDOTITE,34.6167,-115.917,44.6,40.8
PERIDOTITE,34.6167,-115.917,44.5,39.9
PERIDOTITE,34.6167,-115.917,44.8,40.7
PERIDOTITE,35.1667,-115.75,44.7,38.7
PERIDOTITE,35.1667,-115.75,41.8,31.9
PERIDOTITE,35.1667,-115.75,44.5,38.4
PERIDOTITE,34.6583,-113.6,39.0,37.4
PERIDOTITE,58.2636,-134.364,35.8,10.9
HARZBURGITE,61.5667,-145.15,42.7,43.2
WEHRLITE,61.5833,-145.0,40.8,36.6
DUNITE,61.5833,-144.983,41.7,33.1
DUNITE,61.5833,-145.11700000000002,38.2,46.1
DUNITE,61.5833,-145.11700000000002,45.7,9.9
DUNITE,61.5667,-145.15,40.4,43.6
DUNITE,61.5833,-145.15,38.4,46.8
DUNITE,61.5833,-144.983,37.6,41.8
WEHRLITE,61.5833,-144.983,43.0,33.6
WEHRLITE,61.5833,-145.0,40.5,39.0
DUNITE,61.5725,-145.123,37.7,45.6
DUNITE,61.5806,-145.156,38.9,46.9
PERIDOTITE,56.9833,-133.11700000000002,40.7,37.3
PERIDOTITE,56.9833,-133.11700000000002,38.5,42.2
DUNITE,56.9833,-133.11700000000002,40.1,45.7
WEHRLITE,56.9833,-133.11700000000002,42.7,36.3
WEHRLITE,56.9833,-133.11700000000002,51.7,21.5
DUNITE,56.9833,-133.11700000000002,39.6,44.3
WEHRLITE,56.9833,-133.11700000000002,42.1,39.8
DUNITE,56.9833,-133.11700000000002,40.1,46.8
WEHRLITE,66.05,-151.6,40.8,27.9
LHERZOLITE,66.2167,-151.317,43.5,25.7
WEHRLITE,66.2,-151.15,41.6,28.2
WEHRLITE,66.2167,-151.15,44.4,27.6
PERIDOTITE,19.5833,-155.467,40.7,39.3
PERIDOTITE,19.5833,-155.467,41.2,36.3
PERIDOTITE,19.5833,-155.467,38.2,32.4
PERIDOTITE,19.5833,-155.467,45.6,29.0
PERIDOTITE,19.5833,-155.467,42.4,31.4
PERIDOTITE,19.5833,-155.467,39.5,44.2
PERIDOTITE,19.5833,-155.467,41.7,35.0
PERIDOTITE,19.5833,-155.467,42.8,34.3
PERIDOTITE,19.5833,-155.467,45.7,27.7
PERIDOTITE,19.5833,-155.467,39.4,44.7
PERIDOTITE,19.5833,-155.467,40.5,35.9
PERIDOTITE,19.5833,-155.467,44.1,29.2
DUNITE,56.1167,-132.88299999999998,35.6,43.2
DUNITE,56.1167,-132.88299999999998,38.5,43.2
WEHRLITE,56.1167,-132.88299999999998,37.3,38.5
DUNITE,55.0881,-131.562,35.9,44.3
DUNITE,55.1056,-131.569,36.4,41.5
DUNITE,55.7667,-132.083,38.3,44.6
DUNITE,55.7667,-132.083,38.2,45.8
WEHRLITE,55.7667,-132.083,39.0,41.7
PERIDOTITE,35.1667,-115.75,46.5,35.7
DUNITE,59.1008,-134.805,43.6,44.6
PERIDOTITE,35.1667,-115.75,44.2,39.1
PERIDOTITE,35.1667,-115.75,41.3,37.0
DUNITE,55.0911,-131.57399999999998,37.7,44.0
PERIDOTITE,34.6,-115.95,45.1,38.9
DUNITE,19.8,-155.833,40.1,43.3
PERIDOTITE,19.8,-155.833,43.8,30.2
PERIDOTITE,19.8,-155.833,48.6,29.2
DUNITE,19.8,-155.833,40.3,46.9
DUNITE,19.8,-155.833,40.0,47.1
DUNITE,19.8,-155.833,39.8,44.2
PERIDOTITE,19.8,-155.833,45.1,29.5
PERIDOTITE,19.8,-155.833,44.1,31.6
PERIDOTITE,35.1667,-115.75,43.5,36.6
PERIDOTITE,35.1667,-115.75,37.9,25.4
PERIDOTITE,35.1667,-115.75,35.8,18.0
PERIDOTITE,35.1667,-115.75,43.8,38.3
PERIDOTITE,35.1667,-115.75,45.1,17.0
DUNITE,69.0,89.0,37.9,46.1
DUNITE,69.0,89.0,38.0,46.4
DUNITE,69.0,89.0,39.2,47.4
PERIDOTITE,-28.5333,24.5,43.7,43.3
PERIDOTITE,-28.5333,24.5,42.9,42.0
PERIDOTITE,-28.5333,24.5,44.0,43.3
PERIDOTITE,-28.5333,24.5,42.6,47.4
PERIDOTITE,-28.5333,24.5,43.9,43.2
PERIDOTITE,-28.5333,24.5,44.1,42.9
PERIDOTITE,-28.5333,24.5,46.1,41.0
PERIDOTITE,-28.5333,24.5,44.8,45.5
PERIDOTITE,-28.5333,24.5,43.5,40.4
PERIDOTITE,-28.5333,24.5,44.0,37.7
PERIDOTITE,-28.5333,24.5,46.3,19.2
PERIDOTITE,-28.5333,24.5,40.5,37.5
PERIDOTITE,-28.5333,24.5,51.5,26.7
PERIDOTITE,-28.5333,24.5,42.7,38.7
PERIDOTITE,-28.5333,24.5,42.7,45.5
PERIDOTITE,-29.0,27.5,46.6,18.0
DUNITE,66.0,-148.0,39.2,35.6
DUNITE,66.0,-148.0,39.3,46.7
DUNITE,65.5,-148.0,38.5,46.7
DUNITE,65.5,-148.0,37.2,42.1
DUNITE,65.5,-148.0,36.4,40.3
PERIDOTITE,47.7833,-109.96700000000001,47.0,17.4
PERIDOTITE,47.5153,-123.35600000000001,40.0,27.8
PERIDOTITE,47.5144,-123.369,39.8,29.4
PERIDOTITE,47.6333,-110.21700000000001,35.4,23.0
PERIDOTITE,46.8667,-111.867,47.7,39.2
PERIDOTITE,46.8667,-111.867,42.8,19.1
PERIDOTITE,46.8667,-111.867,43.1,23.5
DUNITE,61.4833,-149.15,38.1,34.4
DUNITE,61.4583,-149.25,35.7,41.3
DUNITE,61.4833,-149.2,39.1,43.2
DUNITE,61.4833,-149.2,37.2,45.0
DUNITE,61.4,-149.35,35.0,39.4
PERIDOTITE,54.9167,-131.4,43.7,30.0
DUNITE,54.9,-131.3,35.0,37.6
DUNITE,54.9,-131.3,37.2,40.5
DUNITE,54.9,-131.3,26.6,32.4
PERIDOTITE,56.1333,-132.983,50.1,19.4
DUNITE,56.1333,-132.983,38.0,39.1
DUNITE,56.1167,-132.9,37.4,41.7
PERIDOTITE,56.1167,-132.9,51.4,19.8
DUNITE,56.1167,-132.88299999999998,36.3,42.6
DUNITE,56.1167,-132.9,36.7,42.5
PERIDOTITE,35.7167,-79.9167,42.8,18.6
PERIDOTITE,42.125,-72.375,49.0,22.4
PERIDOTITE,46.75,-111.75,45.5,13.3
DUNITE,37.75,-120.375,36.3,43.6
DUNITE,37.75,-120.375,36.3,43.8
DUNITE,37.75,-120.375,39.2,45.6
PERIDOTITE,38.7667,-122.833,42.3,38.2
PERIDOTITE,37.4,-121.383,40.5,29.4
PERIDOTITE,37.4,-121.383,40.0,29.4
DUNITE,58.2617,-133.585,41.3,43.4
PERIDOTITE,57.9167,-133.391,44.5,44.5
PERIDOTITE,57.9025,-133.352,43.3,44.8
PERIDOTITE,57.8861,-133.352,42.2,41.0
DUNITE,57.8861,-133.352,45.7,43.0
PERIDOTITE,57.9806,-133.128,48.2,38.5
PERIDOTITE,57.9961,-133.365,46.5,35.5
PERIDOTITE,58.2194,-133.564,40.4,48.6
PERIDOTITE,68.2383,-161.15,51.8,21.6
DUNITE,68.2383,-161.15,38.7,45.0
PERIDOTITE,62.4961,-152.472,42.2,40.1
PERIDOTITE,37.75,-90.25,20.4,6.4
DUNITE,38.75,-77.375,37.3,34.4
PERIDOTITE,38.75,-77.375,41.7,28.8
DUNITE,48.5333,-122.71700000000001,42.6,45.3
PERIDOTITE,42.2492,-123.655,42.4,42.8
PERIDOTITE,42.1375,-123.699,40.9,40.2
PERIDOTITE,42.1436,-123.7,38.9,39.4
PERIDOTITE,42.1536,-123.70299999999999,37.1,41.9
PERIDOTITE,46.5128,-88.0208,54.6,3.0
DUNITE,34.9464,-83.175,42.0,43.1
DUNITE,34.9467,-83.175,42.7,43.4
DUNITE,35.0853,-83.1175,40.3,46.0
PERIDOTITE,47.9333,-91.9167,37.9,35.0
DUNITE,34.8739,-83.5756,37.9,39.5
DUNITE,34.8739,-83.5756,40.2,45.8
DUNITE,68.2586,-161.05,37.9,46.31
DUNITE,68.2756,-161.06799999999998,25.5,28.84
DUNITE,68.3183,-160.759,34.24,41.85
DUNITE,68.3183,-160.759,32.4,35.39
DUNITE,68.3194,-160.76,30.36,38.08
DUNITE,68.3217,-160.754,34.67,36.74
DUNITE,68.3222,-160.753,37.52,45.64
DUNITE,68.3233,-160.749,37.16,47.4
DUNITE,68.3261,-160.738,33.42,41.72
DUNITE,68.1861,-162.00799999999998,30.9,38.23
DUNITE,68.2456,-161.733,35.84,44.18
DUNITE,68.2439,-161.743,36.62,42.76
DUNITE,68.2461,-161.752,8.16,18.04
WEHRLITE,68.2483,-161.86700000000002,41.82,33.48
DUNITE,68.2378,-161.864,32.98,36.94
DUNITE,68.2389,-161.881,8.74,21.62
DUNITE,68.2394,-161.886,37.62,46.56
DUNITE,68.2394,-161.886,34.92,41.38
DUNITE,68.2333,-161.901,37.54,45.37
DUNITE,68.2561,-161.912,33.55,38.57
PERIDOTITE,47.6825,-108.97399999999999,33.6,22.5
PERIDOTITE,47.8628,-108.9,38.1,33.7
PERIDOTITE,-54.071999999999996,6.398,46.22,40.25
PERIDOTITE,-47.7,32.147,47.42,37.73
PERIDOTITE,-39.788000000000004,45.988,45.04,43.03
PERIDOTITE,-39.85,46.288000000000004,45.88,44.56
PERIDOTITE,-31.916999999999998,57.18,45.39,39.8
PERIDOTITE,-31.916999999999998,57.18,45.11,41.16
PERIDOTITE,-58.43,-15.662,46.12,41.63
PERIDOTITE,-32.118,57.1,46.59,39.48
PERIDOTITE,-32.542,57.05,46.64,37.83
PERIDOTITE,-33.009,56.961000000000006,46.62,42.93
PERIDOTITE,-33.009,56.961000000000006,47.22,42.09
PERIDOTITE,-33.628,56.931000000000004,47.18,41.45
LHERZOLITE,-13.65,66.1,45.91,45.27
PERIDOTITE,-12.42,65.93,38.29,35.32
BASALT,-12.42,65.93,52.26,7.57
LHERZOLITE,-17.05,66.867,44.4,45.07
LHERZOLITE,-17.05,66.867,44.15,34.84
LHERZOLITE,-17.05,66.867,44.15,34.84
LHERZOLITE,-17.05,66.867,46.06,40.38
LHERZOLITE,10.7,-41.63,38.73,35.87
LHERZOLITE,10.937000000000001,-43.6,41.69,35.19
LHERZOLITE,-0.308,-18.433,42.14,32.15
PERIDOTITE,-13.45,-111.52,39.76,39.27
PERIDOTITE,-13.467,-111.507,39.54,36.91
PERIDOTITE,-13.467,-111.507,43.85,35.37
HARZBURGITE,-13.48,-111.53,40.1,36.3
HARZBURGITE,-13.47,-111.5,41.41,39.09
PERIDOTITE,-13.472999999999999,-111.51299999999999,40.64,38.21
PERIDOTITE,-13.478,-111.51799999999999,39.9,37.25
PERIDOTITE,-13.463,-111.54700000000001,38.48,38.05
PERIDOTITE,-13.463,-111.54700000000001,36.47,38.11
HARZBURGITE,-13.45,-111.55,42.43,37.88
PERIDOTITE,37.0355,-34.4145,40.99,34.58
PERIDOTITE,37.0355,-34.4145,39.38,32.52
PERIDOTITE,37.0355,-34.4145,39.96,33.62
PERIDOTITE,37.0355,-34.4145,39.7,34.45
PERIDOTITE,37.0355,-34.4145,44.85,36.53
PERIDOTITE,-54.128,6.35,46.67,40.76
LHERZOLITE,-57.95,-7.812,45.13,42.32
PERIDOTITE,-57.95,-7.812,47.03,38.37
LHERZOLITE,-57.95,-7.812,44.46,41.63
PERIDOTITE,-57.95,-7.812,46.53,40.79
PERIDOTITE,-57.95,-7.812,47.46,40.14
PERIDOTITE,-57.95,-7.812,47.43,39.03
PERIDOTITE,-59.086999999999996,-16.808,46.33,39.4
PERIDOTITE,-59.086999999999996,-16.808,47.09,40.8
PERIDOTITE,-59.086999999999996,-16.808,46.79,39.02
PERIDOTITE,-59.086999999999996,-16.808,45.55,41.61
PERIDOTITE,-59.086999999999996,-16.808,45.36,40.84
PERIDOTITE,-59.086999999999996,-16.808,44.99,39.21
PERIDOTITE,-59.086999999999996,-16.808,45.43,41.0
PERIDOTITE,-59.086999999999996,-16.808,45.84,41.46
PERIDOTITE,43.21,-28.933000000000003,45.1043,44.6239
PERIDOTITE,43.21,-28.933000000000003,43.04,39.8
PERIDOTITE,43.21,-28.933000000000003,42.45,45.7
PERIDOTITE,43.21,-28.933000000000003,46.66,43.16
PERIDOTITE,43.21,-28.933000000000003,45.8,45.17
PERIDOTITE,43.21,-28.933000000000003,45.92,45.41
PERIDOTITE,43.21,-28.933000000000003,39.99,40.91
PERIDOTITE,43.225,-29.16,42.79,41.88
PERIDOTITE,52.78,-33.82,29.03,25.09
PERIDOTITE,52.78,-33.82,55.66,24.24
PERIDOTITE,52.78,-33.82,52.64,32.25
PERIDOTITE,52.78,-33.82,50.04,29.11
PERIDOTITE,52.696999999999996,-41.413000000000004,37.8,32.29
PERIDOTITE,52.696999999999996,-41.413000000000004,38.6,31.7
PERIDOTITE,52.696999999999996,-41.413000000000004,36.2,24.05
HARZBURGITE,-13.482999999999999,-111.493,39.91,37.2
HARZBURGITE,-13.482999999999999,-111.493,39.91,37.2
HARZBURGITE,-13.482999999999999,-111.493,39.91,37.2
DUNITE,-13.482999999999999,-111.493,38.01,37.96
DUNITE,-13.482999999999999,-111.493,38.01,37.96
DUNITE,-13.482999999999999,-111.493,38.01,37.96
HARZBURGITE,2.33,-101.44,39.63,38.07
DUNITE,2.26,-101.55,36.92,34.25
PERIDOTITE,22.7558,-46.0817,41.54,40.1
PERIDOTITE,22.7558,-46.0817,40.79,38.04
PERIDOTITE,22.7558,-46.0817,38.09,38.54
PERIDOTITE,22.7558,-46.0817,44.77,35.31
PERIDOTITE,22.7558,-46.0817,43.15,44.35
PERIDOTITE,22.7558,-46.0817,43.36,42.02
PERIDOTITE,23.3385,-45.0173,46.69,40.88
PERIDOTITE,23.3385,-45.0173,47.05,42.81
PERIDOTITE,23.3387,-45.0174,46.91,42.73
PERIDOTITE,23.3387,-45.0174,44.42,44.76
PERIDOTITE,23.3387,-45.0174,46.32,43.2
PERIDOTITE,23.3387,-45.0174,47.14,42.5
PERIDOTITE,38.9397,-34.6853,39.89,37.34
PERIDOTITE,38.9397,-34.6853,37.1,34.37
PERIDOTITE,38.9397,-34.6853,40.56,35.56
PERIDOTITE,37.77,-37.3435,37.72,37.39
PERIDOTITE,37.77,-37.3435,38.12,39.53
PERIDOTITE,34.7222,-38.8427,39.21,39.06
PERIDOTITE,34.7222,-38.8427,39.58,39.73
PERIDOTITE,-54.092,6.285,46.59,37.06
PERIDOTITE,0.92,-29.33,42.22,34.16
PERIDOTITE,0.92,-29.33,42.22,34.61
PERIDOTITE,0.92,-29.38,44.35,38.88
PERIDOTITE,0.92,-29.38,44.35,38.88
PERIDOTITE,0.92,-29.38,43.8,42.13
PERIDOTITE,0.92,-29.38,43.8,42.13
PERIDOTITE,0.93,-29.37,44.38,41.66
PERIDOTITE,0.93,-29.37,43.81,39.25
LHERZOLITE,23.62,36.2,42.66,40.32
PERIDOTITE,23.62,36.2,46.93,35.44
PERIDOTITE,23.62,36.2,46.84,34.44
PERIDOTITE,23.62,36.2,45.9,36.01
PERIDOTITE,23.62,36.2,45.61,36.45
LHERZOLITE,23.62,36.2,45.07,36.84
PERIDOTITE,23.62,36.2,52.33,20.44
LHERZOLITE,23.62,36.2,45.62,36.69
PERIDOTITE,23.62,36.2,45.44,35.64
PERIDOTITE,23.62,36.2,45.64,38.47
PERIDOTITE,23.62,36.2,43.36,41.85
PERIDOTITE,23.62,36.2,43.52,41.71
PERIDOTITE,23.62,36.2,43.61,40.31
PERIDOTITE,23.62,36.2,40.37,23.5
PERIDOTITE,23.62,36.2,43.28,41.21
PERIDOTITE,23.62,36.2,43.92,40.3
PERIDOTITE,23.62,36.2,42.11,40.99
LHERZOLITE,23.62,36.2,44.02,39.19
PERIDOTITE,23.62,36.2,43.36,39.13
PERIDOTITE,23.62,36.2,44.21,37.68
LHERZOLITE,23.62,36.2,44.4,38.19
LHERZOLITE,23.62,36.2,48.09,25.49
PERIDOTITE,23.62,36.2,46.25,32.63
PERIDOTITE,23.62,36.2,45.91,19.15
PERIDOTITE,23.62,36.2,44.42,41.1
LHERZOLITE,23.62,36.2,44.16,39.1
PERIDOTITE,23.62,36.2,46.79,28.82
PERIDOTITE,23.62,36.2,43.24,39.43
PERIDOTITE,23.62,36.2,43.61,40.7
PERIDOTITE,23.62,36.2,45.32,38.51
PERIDOTITE,23.62,36.2,43.89,39.87
PERIDOTITE,-54.056999999999995,6.5,46.39,41.51
PERIDOTITE,10.73,-43.17,39.71,33.15
DUNITE,-5.0,68.0,37.0,39.42
DUNITE,-5.0,68.0,38.2,38.0
DUNITE,-5.0,68.0,38.26,38.64
DUNITE,-5.0,68.0,38.04,38.07
HARZBURGITE,-5.0,68.0,38.47,38.43
HARZBURGITE,-28.37,62.58,38.21,38.11
HARZBURGITE,-5.0,68.0,39.86,38.13
HARZBURGITE,-5.0,68.0,39.22,37.88
HARZBURGITE,-28.37,62.58,39.2,37.81
HARZBURGITE,-5.0,68.0,39.1,37.15
HARZBURGITE,-5.0,68.0,37.84,36.96
HARZBURGITE,-5.0,68.0,39.26,37.4
HARZBURGITE,-5.0,68.0,39.74,37.35
HARZBURGITE,-5.0,68.0,38.52,36.7
HARZBURGITE,-5.0,68.0,41.9,37.85
HARZBURGITE,-5.0,68.0,41.7,38.12
HARZBURGITE,-28.37,62.58,39.82,36.1
HARZBURGITE,-28.37,62.58,39.94,36.38
HARZBURGITE,-5.0,68.0,39.77,35.54
LHERZOLITE,-28.37,62.58,39.65,35.08
LHERZOLITE,-28.37,62.58,40.42,35.36
LHERZOLITE,-28.37,62.58,40.34,35.19
LHERZOLITE,-28.37,62.58,39.62,35.06
LHERZOLITE,-28.37,62.58,39.6,35.19
LHERZOLITE,-5.0,68.0,40.1,35.61
LHERZOLITE,-28.37,62.58,40.9,36.34
LHERZOLITE,-5.0,68.0,40.0,34.0
LHERZOLITE,-5.0,68.0,40.22,33.75
LHERZOLITE,-28.37,62.58,41.75,35.22
LHERZOLITE,-5.0,68.0,40.0,32.95
LHERZOLITE,-9.0,68.0,41.6,33.3
LHERZOLITE,23.62,36.2,43.77,40.61
LHERZOLITE,23.62,36.2,44.05,38.3
LHERZOLITE,23.62,36.2,45.09,37.97
LHERZOLITE,23.62,36.2,44.87,37.63
LHERZOLITE,23.62,36.2,44.82,36.3
LHERZOLITE,23.62,36.2,44.89,37.3
LHERZOLITE,23.62,36.2,45.01,37.3
LHERZOLITE,23.62,36.2,44.73,36.63
LHERZOLITE,23.62,36.2,46.2,35.8
LHERZOLITE,23.62,36.2,50.87,28.19
LHERZOLITE,23.62,36.2,44.78,36.97
LHERZOLITE,23.62,36.2,44.43,37.13
LHERZOLITE,23.62,36.2,45.1,37.3
LHERZOLITE,23.62,36.2,44.92,36.47
LHERZOLITE,23.62,36.2,45.36,40.61
LHERZOLITE,23.62,36.2,48.58,29.67
LHERZOLITE,23.62,36.2,44.25,37.13
HARZBURGITE,-51.02,162.02,55.1,34.49
HARZBURGITE,-52.37,160.57,55.3,33.6
HARZBURGITE,2.27725,-101.446,43.73,42.46
HARZBURGITE,2.27725,-101.446,40.26,48.72
HARZBURGITE,2.27725,-101.446,42.57,46.28
DUNITE,2.27725,-101.446,39.7,47.93
