ROCK NAME,LATITUDE,LONGITUDE,SIO2,MGO,CAO,MNO
LHERZOLITE,42.0,143.0,41.03,43.9,1.99,0.15
LHERZOLITE,42.0,143.0,41.26,43.6,2.14,0.14
LHERZOLITE,42.0,143.0,40.92,45.58,1.48,0.15
LHERZOLITE,42.0,143.0,41.61,44.6,2.18,0.15
LHERZOLITE,42.0,143.0,40.63,43.94,2.25,0.15
LHERZOLITE,42.0,143.0,40.91,46.74,0.93,0.14
LHERZOLITE,42.0,143.0,41.09,47.37,1.17,0.14
HARZBURGITE,42.0,143.0,40.79,48.09,1.05,0.14
LHERZOLITE,42.0,143.0,41.42,40.34,3.07,0.16
LHERZOLITE,42.0,143.0,41.33,38.82,3.69,0.15
LHERZOLITE,42.0,143.0,42.51,38.58,3.11,0.15
LHERZOLITE,42.0,143.0,41.63,41.25,2.74,0.15
LHERZOLITE,42.0,143.0,43.99,38.48,3.86,0.15
LHERZOLITE,42.0,143.0,41.76,43.17,2.45,0.15
LHERZOLITE,42.0,143.0,41.99,41.58,2.81,0.15
LHERZOLITE,42.0,143.0,39.92,43.01,2.52,0.15
LHERZOLITE,42.0,143.0,39.49,48.21,0.74,0.14
LHERZOLITE,42.0,143.0,41.36,43.35,2.66,0.15
LHERZOLITE,42.0,143.0,41.95,44.43,1.94,0.15
LHERZOLITE,42.0,143.0,40.04,44.01,2.05,0.15
LHERZOLITE,42.0,143.0,40.86,44.84,2.04,0.15
LHERZOLITE,42.0,143.0,40.9,45.29,1.82,0.15
LHERZOLITE,42.0,143.0,40.72,44.99,1.93,0.15
LHERZOLITE,42.0,143.0,41.21,44.94,1.84,0.15
LHERZOLITE,42.0,143.0,40.82,47.59,1.09,0.14
LHERZOLITE,42.0,143.0,42.41,42.77,2.38,0.14
LHERZOLITE,42.0,143.0,40.7,47.11,0.87,0.15
LHERZOLITE,42.0,143.0,39.35,47.82,0.37,0.14
LHERZOLITE,42.0,143.0,41.96,47.38,0.93,0.14
HARZBURGITE,42.0,143.0,40.46,47.59,0.85,0.14
HARZBURGITE,42.0,143.0,36.78,50.43,0.38,0.14
HARZBURGITE,42.0,143.0,37.2,48.41,0.6,0.16
HARZBURGITE,42.0,143.0,39.78,46.64,0.85,0.15
HARZBURGITE,42.0,143.0,39.41,47.78,0.53,0.15
HARZBURGITE,42.0,143.0,39.97,47.21,0.63,0.15
HARZBURGITE,42.0,143.0,39.78,47.89,0.56,0.15
HARZBURGITE,42.0,143.0,38.84,49.44,0.35,0.13
HARZBURGITE,42.0,143.0,40.62,48.15,0.38,0.13
DUNITE,42.0,143.0,38.71,45.58,2.18,0.18
LHERZOLITE,42.0,143.0,41.68,40.23,3.74,0.15
LHERZOLITE,42.0,143.0,40.26,42.29,2.85,0.15
LHERZOLITE,42.0,143.0,43.36,39.31,3.97,0.15
DUNITE,42.0,143.0,46.8,15.9,14.71,0.09
DUNITE,42.0,143.0,46.35,12.97,15.85,0.07
DUNITE,42.0,143.0,45.54,20.36,12.67,0.09
DUNITE,42.0,143.0,44.34,19.65,11.5,0.1
DUNITE,42.0,143.0,45.46,23.34,10.8,0.1
DUNITE,42.0,143.0,44.28,18.74,12.9,0.08
DUNITE,42.0,143.0,48.49,13.12,18.33,0.06
DUNITE,42.0,143.0,44.75,12.72,15.36,0.06
DUNITE,42.0,143.0,44.16,27.44,9.8,0.11
DUNITE,42.0,143.0,45.25,18.01,11.03,0.12
DUNITE,42.0,143.0,46.59,17.12,13.25,0.11
DUNITE,42.0,143.0,43.82,12.82,15.24,0.08
DUNITE,42.0,143.0,45.45,11.2,17.26,0.06
LHERZOLITE,42.0,143.0,43.87,37.8,3.39,0.13
LHERZOLITE,42.0,143.0,44.22,42.23,2.02,0.13
LHERZOLITE,42.0,143.0,42.27,46.34,0.54,0.13
HARZBURGITE,42.0,143.0,42.61,45.94,0.33,0.12
LHERZOLITE,42.0,143.0,43.22,43.42,1.63,0.13
WEHRLITE,-21.23,55.68,45.74,23.78,13.62,0.158
DUNITE,58.75,125.3,40.52,49.0,0.2,0.21
LHERZOLITE,42.0,143.0,44.96,39.49,3.19,0.13
LHERZOLITE,42.0,143.0,44.85,40.47,3.08,0.13
HARZBURGITE,42.0,143.0,43.53,46.01,0.69,0.12
HARZBURGITE,42.0,143.0,43.81,46.53,0.6,0.12
HARZBURGITE,42.0,143.0,44.45,46.41,0.7,0.12
LHERZOLITE,42.0,143.0,44.37,45.54,0.93,0.12
LHERZOLITE,42.0,143.0,45.09,43.4,1.78,0.13
LHERZOLITE,42.0,143.0,44.85,41.99,2.25,0.13
LHERZOLITE,42.0,143.0,44.6,40.25,2.96,0.14
LHERZOLITE,42.0,143.0,43.95,45.97,0.94,0.12
HARZBURGITE,42.0,143.0,43.92,47.17,0.53,0.12
LHERZOLITE,42.0,143.0,45.12,38.7,3.63,0.14
LHERZOLITE,42.0,143.0,44.53,40.58,2.12,0.13
LHERZOLITE,42.0,143.0,46.31,36.57,3.41,0.15
DUNITE,42.0,143.0,39.67,48.71,0.21,0.11
DUNITE,42.0,143.0,39.99,47.8,0.64,0.1
DUNITE,42.0,143.0,42.47,45.88,0.64,0.1
HARZBURGITE,55.0,161.0,43.1,43.46,0.16,0.11
HARZBURGITE,55.0,161.0,38.27,40.73,0.15,0.1
HARZBURGITE,55.0,161.0,39.94,39.49,0.17,0.09
HARZBURGITE,55.0,161.0,35.97,40.57,0.15,0.08
HARZBURGITE,55.0,161.0,42.13,37.59,0.21,0.05
HARZBURGITE,55.0,161.0,36.87,40.66,0.14,0.11
DUNITE,53.255,158.83,43.4,45.49,0.8,0.12
WEHRLITE,53.255,158.83,44.1,31.49,9.65,0.3
DUNITE,-46.53,168.23,38.7,41.53,1.21,0.19
DUNITE,-46.53,168.23,37.37,44.03,0.38,0.18
LHERZOLITE,42.0,143.0,41.93,25.91,6.21,0.09
LHERZOLITE,42.0,143.0,44.28,26.25,6.17,0.09
LHERZOLITE,42.0,143.0,44.2,24.33,7.41,0.09
LHERZOLITE,42.0,143.0,47.08,25.27,7.84,0.19
DUNITE,-2.52,121.37,41.35,47.9,0.27,0.13
HARZBURGITE,-2.52,121.37,44.3,43.0,1.9,0.13
LHERZOLITE,-2.52,121.37,43.5,38.0,2.1,0.13
DUNITE,19.75,-155.88299999999998,39.33,44.9,0.18,0.19
DUNITE,21.3833,-157.65,38.78,43.46,0.05,0.19
DUNITE,40.625,-106.75,36.5,29.2,2.62,0.24
DUNITE,19.75,-155.86700000000002,41.55,39.1,3.26,0.18
DUNITE,19.75,-155.86700000000002,39.92,46.06,0.07,0.16
DUNITE,19.75,-155.86700000000002,39.44,45.22,0.08,0.18
DUNITE,19.75,-155.86700000000002,40.31,45.07,0.64,0.17
DUNITE,40.625,-106.75,36.6,28.3,2.41,0.25
DUNITE,44.35,-118.936,35.5,41.6,0.35,0.1
DUNITE,44.35,-118.936,35.5,41.6,0.25,0.09
DUNITE,44.35,-118.936,35.1,42.8,0.7,0.1
DUNITE,44.3608,-118.927,38.8,38.8,0.5,0.1
DUNITE,63.0,-144.0,38.8,43.5,0.33299999999999996,0.21899999999999997
DUNITE,65.9167,-152.2,38.4,43.1,0.88,0.17
DUNITE,65.9667,-151.86700000000002,37.9,45.4,0.11,0.13
DUNITE,65.9667,-151.85,36.5,43.2,0.32,0.16
DUNITE,65.9667,-151.85,37.4,43.0,0.08,0.14
DUNITE,66.4167,-150.667,38.8,46.4,0.12,0.14
HARZBURGITE,65.8833,-152.38299999999998,42.0,39.4,1.95,0.13
HARZBURGITE,66.55,-151.583,39.8,38.9,2.0,0.12
HARZBURGITE,66.55,-151.88299999999998,41.7,39.0,2.86,0.14
HARZBURGITE,66.0333,-151.667,42.7,40.7,2.07,0.13
HARZBURGITE,66.0333,-151.667,41.8,39.7,2.21,0.13
HARZBURGITE,66.0,-151.75,41.7,38.9,2.09,0.12
HARZBURGITE,66.1,-151.483,41.9,40.3,1.76,0.14
HARZBURGITE,66.4,-150.6,41.7,40.8,1.72,0.13
DUNITE,64.2,-156.6,37.9,43.9,0.13,0.16
DUNITE,64.2167,-156.667,37.8,44.1,0.11,0.15
HARZBURGITE,64.2167,-156.63299999999998,40.7,41.7,1.37,0.12
HARZBURGITE,64.1833,-156.767,39.7,41.3,0.46,0.12
HARZBURGITE,64.2,-156.717,41.9,41.0,1.21,0.12
WEHRLITE,64.2333,-156.583,38.0,38.3,1.7,0.18
LHERZOLITE,64.3,-156.38299999999998,38.6,34.5,2.37,0.28
WEHRLITE,64.3333,-156.233,38.2,38.2,1.84,0.18
DUNITE,63.2167,-156.967,37.5,38.7,1.29,0.2
HARZBURGITE,63.2167,-156.967,39.6,38.3,1.65,0.13
HARZBURGITE,63.2167,-156.967,40.9,40.6,1.49,0.13
WEHRLITE,63.2167,-156.967,39.8,40.8,2.82,0.17
WEHRLITE,65.6389,-144.036,40.4,29.6,3.76,0.25
WEHRLITE,62.0833,-148.0,46.0,28.4,11.5,0.14
DUNITE,44.75,-72.5333,39.1,43.9,0.03,0.17
DUNITE,52.5,135.0,39.7,47.8,0.51,0.2
DUNITE,58.5,125.5,39.1,47.9,0.54,0.17
DUNITE,52.0,136.0,39.3,48.0,0.35,0.17
WEHRLITE,65.9125,-148.007,43.4,24.8,6.85,0.26
DUNITE,68.2586,-161.05,39.1,45.7,0.5,0.12
WEHRLITE,68.26,-161.05200000000002,48.1,23.8,15.1,0.13
WEHRLITE,68.2603,-161.053,39.4,38.0,4.5,0.18
DUNITE,68.2756,-161.06799999999998,25.2,29.3,0.1,0.1
DUNITE,68.3183,-160.759,33.8,41.6,0.2,0.09
DUNITE,68.3183,-160.759,32.9,35.8,0.04,0.09
DUNITE,68.3194,-160.76,31.0,39.8,0.16,0.08
DUNITE,68.3217,-160.754,31.5,37.1,0.12,0.13
DUNITE,68.3222,-160.753,36.9,44.7,0.21,0.1
DUNITE,68.3233,-160.749,37.8,47.1,0.27,0.08
DUNITE,68.3261,-160.738,34.2,41.9,0.09,0.08
WEHRLITE,68.3278,-160.724,47.3,17.8,17.2,0.18
WEHRLITE,68.3039,-161.835,45.3,21.0,9.4,0.17
WEHRLITE,68.2967,-161.866,43.6,45.5,0.69,0.12
WEHRLITE,68.2556,-161.7,41.4,34.1,6.9,0.15
DUNITE,68.2456,-161.733,35.5,44.0,0.34,0.13
WEHRLITE,68.2439,-161.743,40.0,33.5,7.0,0.16
DUNITE,68.2439,-161.743,35.7,43.2,0.28,0.17
DUNITE,68.2461,-161.752,9.8,19.2,0.63,0.11
WEHRLITE,68.2483,-161.86700000000002,42.0,34.0,8.4,0.13
DUNITE,68.2394,-161.863,35.7,42.6,0.45,0.14
DUNITE,68.2378,-161.864,33.4,38.1,0.63,0.13
DUNITE,68.2389,-161.881,14.5,24.3,0.07,0.09
DUNITE,68.2394,-161.886,37.0,47.2,0.15,0.11
DUNITE,68.2394,-161.886,35.2,42.4,0.04,0.13
DUNITE,68.2333,-161.901,37.6,45.0,0.14,0.16
DUNITE,68.2561,-161.912,33.0,38.0,1.2,0.12
WEHRLITE,68.2589,-161.905,37.0,34.9,4.8,0.13
DUNITE,68.2639,-161.054,48.8,21.5,17.7,0.11
DUNITE,68.2639,-161.054,38.1,45.4,0.5,0.15
DUNITE,68.2639,-161.054,38.1,45.1,0.43,0.15
DUNITE,68.2639,-161.054,38.3,46.1,0.42,0.15
DUNITE,68.2639,-161.054,44.7,34.8,9.41,0.13
DUNITE,68.2667,-161.058,39.5,41.4,2.9,0.16
DUNITE,68.2667,-161.058,48.1,23.6,16.7,0.13
DUNITE,68.2667,-161.058,33.8,40.6,0.03,0.12
HARZBURGITE,60.2772,-161.065,40.0,40.2,0.81,0.12
HARZBURGITE,68.2772,-161.065,40.5,41.4,0.95,0.12
WEHRLITE,68.2606,-161.048,46.5,10.2,15.9,0.13
WEHRLITE,68.2606,-161.048,39.6,45.9,0.59,0.18
DUNITE,68.2606,-161.048,39.7,45.8,0.74,0.18
WEHRLITE,68.2606,-161.048,38.5,42.7,1.32,0.19
WEHRLITE,68.2367,-161.011,39.9,28.8,7.25,0.15
WEHRLITE,68.2294,-161.004,43.2,25.7,11.4,0.16
WEHRLITE,68.2283,-161.836,36.2,34.8,2.7,0.18
WEHRLITE,68.3033,-160.769,42.0,26.5,9.72,0.15
WEHRLITE,68.3033,-160.769,43.4,9.89,18.1,0.08
DUNITE,68.3061,-160.767,34.9,40.9,0.3,0.18
DUNITE,68.3083,-160.767,29.7,35.9,0.16,0.15
DUNITE,68.3122,-160.766,34.3,40.2,0.99,0.14
WEHRLITE,68.3233,-160.746,42.8,27.3,8.1,0.22
DUNITE,68.3233,-160.746,31.9,39.3,0.12,0.13
WEHRLITE,68.3244,-160.743,39.2,38.9,4.17,0.15
WEHRLITE,68.3244,-160.743,39.0,41.5,1.17,0.15
HARZBURGITE,68.3264,-160.762,40.1,37.5,1.71,0.12
HARZBURGITE,68.3264,-160.762,40.6,38.6,1.88,0.12
HARZBURGITE,68.3264,-160.762,38.3,37.8,0.62,0.13
HARZBURGITE,68.3264,-160.762,40.5,39.3,0.78,0.13
DUNITE,68.2572,-161.705,40.2,40.2,4.42,0.14
DUNITE,68.2583,-161.70600000000002,36.1,40.4,1.69,0.15
DUNITE,68.2606,-161.70600000000002,42.6,8.48,16.6,0.1
DUNITE,68.2617,-161.708,50.2,20.4,20.1,0.09
DUNITE,68.2628,-161.71,48.1,20.3,18.2,0.13
DUNITE,68.2628,-161.71,37.8,43.7,0.42,0.21
DUNITE,68.2667,-161.727,51.1,16.9,23.0,0.1
DUNITE,68.2683,-161.735,48.0,7.97,8.88,0.17
DUNITE,68.265,-161.841,33.8,5.97,25.0,0.4
DUNITE,68.27,-161.83700000000002,48.5,3.38,8.7,0.31
DUNITE,68.2667,-161.839,40.0,6.66,23.0,0.22
DUNITE,68.2667,-161.839,5.33,0.73,51.4,0.15
DUNITE,68.2667,-161.839,51.4,2.36,9.04,0.09
WEHRLITE,68.3278,-160.733,37.9,37.4,0.19,0.15
DUNITE,68.3278,-160.733,37.6,41.5,1.23,0.18
WEHRLITE,68.3278,-160.733,39.0,37.5,4.52,0.15
WEHRLITE,68.3278,-160.733,43.0,17.6,14.0,0.13
DUNITE,68.3278,-160.733,35.2,40.7,0.13,0.1
WEHRLITE,68.3278,-160.733,37.0,24.3,6.36,0.25
DUNITE,68.1111,-162.10299999999998,35.3,40.6,0.12,0.13
DUNITE,68.1194,-162.083,35.6,41.9,0.13,0.12
DUNITE,68.1778,-162.125,37.6,41.5,0.14,0.11
DUNITE,68.1806,-162.119,35.6,41.4,0.09,0.13
DUNITE,68.1944,-162.00799999999998,36.3,44.4,0.21,0.13
DUNITE,68.1889,-162.014,31.9,39.3,0.12,0.15
DUNITE,68.1806,-162.011,34.1,40.9,0.32,0.16
WEHRLITE,68.2444,-161.733,37.0,39.8,1.39,0.17
DUNITE,68.2444,-161.733,35.1,40.6,0.24,0.14
LHERZOLITE,68.2556,-161.85,39.8,41.0,0.84,0.12
LHERZOLITE,68.2639,-161.844,39.0,39.1,0.64,0.11
LHERZOLITE,68.2639,-161.844,39.9,41.5,0.91,0.12
WEHRLITE,68.3167,-158.41299999999998,47.4,10.0,14.9,0.16
WEHRLITE,68.3278,-158.4,46.1,27.8,13.1,0.15
DUNITE,58.8833,-137.7,40.5,44.4,1.4,0.16
DUNITE,58.8833,-137.7,38.8,43.8,0.7,0.16
DUNITE,58.9519,-161.743,37.1,42.6,0.67,0.11
DUNITE,58.9497,-161.746,36.6,42.9,0.26,0.11
DUNITE,58.9497,-161.746,48.9,17.3,19.2,0.11
DUNITE,58.9481,-161.75,37.4,43.7,0.22,0.11
DUNITE,58.9472,-161.752,38.1,40.8,0.45,0.16
DUNITE,58.9461,-161.754,37.1,43.4,0.29,0.11
DUNITE,58.9461,-161.754,37.8,37.6,1.6,0.22
DUNITE,58.9439,-161.756,37.8,44.4,0.35,0.11
DUNITE,58.9414,-161.75799999999998,37.7,42.7,0.26,0.19
DUNITE,58.9389,-161.759,37.8,43.9,0.26,0.11
DUNITE,58.9372,-161.764,38.1,44.0,0.29,0.11
DUNITE,58.9239,-161.784,39.4,34.0,3.6,0.22
DUNITE,58.9289,-161.784,37.8,42.1,0.83,0.11
DUNITE,58.9289,-161.784,43.7,9.1,11.8,0.16
DUNITE,58.9361,-161.783,51.4,20.2,20.2,0.08
DUNITE,58.7011,-161.851,37.4,36.8,0.12,0.11
DUNITE,58.9728,-161.734,35.1,39.6,0.93,0.11
DUNITE,58.9522,-161.72799999999998,37.1,42.9,0.19,0.23
DUNITE,58.9519,-161.72299999999998,37.7,43.0,0.09,0.31
DUNITE,58.9392,-161.753,37.1,42.8,0.12,0.26
DUNITE,58.9378,-161.749,36.6,43.4,0.09,0.23
DUNITE,58.9364,-161.744,37.1,42.9,0.32,0.26
DUNITE,58.935,-161.74,36.6,42.4,0.12,0.23
DUNITE,58.9161,-161.774,39.0,36.8,2.6,0.26
DUNITE,58.9522,-161.738,37.7,41.6,0.06,0.18
DUNITE,58.9522,-161.733,37.7,41.2,0.51,0.23
DUNITE,59.0,-161.625,36.1,40.5,0.32,0.26
DUNITE,58.9744,-161.72799999999998,37.4,42.8,0.38,0.26
DUNITE,58.9742,-161.72299999999998,36.6,42.3,0.06,0.23
DUNITE,58.9739,-161.731,36.7,43.2,0.34,0.21
DUNITE,58.9364,-161.731,35.9,38.3,0.31,0.21
DUNITE,58.9567,-161.716,38.1,43.1,0.43,0.21
DUNITE,58.9558,-161.713,37.0,41.3,0.71,0.21
DUNITE,58.9519,-161.705,37.4,43.5,0.34,0.18
DUNITE,58.6636,-162.019,40.0,32.5,1.3,0.18
HARZBURGITE,42.2194,-123.971,43.4,45.3,0.91,0.14
DUNITE,42.2194,-123.971,39.9,47.3,0.17,0.13
DUNITE,42.2194,-123.971,39.8,49.1,0.08,0.11
DUNITE,42.2194,-123.971,39.9,48.5,0.18,0.12
HARZBURGITE,42.2194,-123.971,43.6,44.0,0.95,0.13
HARZBURGITE,42.2194,-123.971,43.4,42.8,0.94,0.14
HARZBURGITE,42.2194,-123.971,41.6,44.9,0.56,0.11
DUNITE,42.2194,-123.971,38.7,46.3,0.25,0.11
HARZBURGITE,42.2194,-123.971,41.7,45.4,0.8,0.12
DUNITE,42.2194,-123.971,39.3,44.8,1.5,0.15
DUNITE,42.2194,-123.971,36.7,47.3,0.09,0.1
DUNITE,42.2194,-123.971,39.6,47.4,0.3,0.14
DUNITE,61.75,-145.75,37.9,44.4,0.21,0.09
DUNITE,61.75,-145.75,39.3,45.1,0.45,0.09
DUNITE,61.75,-145.75,39.4,44.7,0.21,0.06
DUNITE,61.75,-145.75,41.4,43.5,1.0,0.07
DUNITE,61.75,-145.75,32.2,40.1,0.34,0.15
DUNITE,61.75,-145.75,33.1,41.4,0.13,0.12
DUNITE,61.75,-145.75,38.6,45.1,0.26,0.04
DUNITE,61.75,-145.75,43.4,43.4,0.73,0.07
DUNITE,61.75,-145.75,52.3,20.9,15.8,0.13
DUNITE,33.25,-110.5,40.1,43.2,1.2,0.17
DUNITE,31.75,-107.0,44.1,46.4,0.69,0.15
DUNITE,57.8833,-153.7,34.1,38.4,1.4,0.14
DUNITE,57.3333,-154.75,41.6,34.8,0.61,0.14
DUNITE,64.5,-145.0,43.1,42.9,1.2,0.1
DUNITE,64.5,-145.0,39.2,41.1,0.7,0.11
DUNITE,56.0833,-132.833,39.6,41.9,1.5,0.22
DUNITE,56.0833,-132.833,35.2,40.8,0.6,0.18
DUNITE,56.0833,-132.833,35.7,42.5,0.8,0.18
DUNITE,56.0833,-132.833,36.1,42.6,0.7,0.18
DUNITE,56.0833,-132.833,35.8,43.3,0.15,0.14
DUNITE,56.0833,-132.833,35.0,41.7,0.15,0.14
DUNITE,56.0833,-132.833,35.1,41.5,0.2,0.19
DUNITE,56.0833,-132.833,37.7,43.5,0.15,0.16
DUNITE,56.0833,-132.833,37.6,46.2,0.88,0.17
DUNITE,56.0833,-132.833,35.8,42.6,1.0,0.16
DUNITE,56.0833,-132.833,35.7,42.7,0.2,0.16
DUNITE,56.0833,-132.833,35.2,42.7,0.15,0.15
DUNITE,56.0833,-132.833,37.4,45.5,1.9,0.17
DUNITE,56.0833,-132.833,35.2,42.4,0.63,0.18
DUNITE,58.9372,-161.768,37.1,45.0,0.32,0.13
DUNITE,58.9389,-161.77100000000002,36.6,43.5,0.45,0.12
DUNITE,58.9422,-161.773,36.6,44.8,0.24,0.11
DUNITE,58.9522,-161.744,36.7,43.5,0.24,0.16
DUNITE,58.9533,-161.76,35.9,43.5,0.26,0.13
DUNITE,58.9533,-161.76,37.3,43.9,0.3,0.15
DUNITE,58.9533,-161.76,36.2,45.6,0.24,0.14
DUNITE,58.95,-161.75,39.0,42.0,2.1,0.15
DUNITE,58.9255,-161.773,36.9,45.6,0.27,0.11
DUNITE,58.9255,-161.773,36.6,45.6,0.19,0.13
DUNITE,58.9255,-161.773,37.5,42.9,0.2,0.13
DUNITE,58.9267,-161.764,35.5,40.8,0.26,0.12
DUNITE,58.9244,-161.753,36.3,40.8,0.14,0.11
DUNITE,58.95,-161.75,36.6,43.2,0.19,0.13
DUNITE,58.9244,-161.753,37.8,38.4,2.1,0.15
DUNITE,58.95,-161.75,36.7,43.5,0.14,0.12
DUNITE,58.95,-161.75,38.0,41.7,2.1,0.09
DUNITE,58.95,-161.75,36.7,44.1,0.2,0.12
DUNITE,58.95,-161.75,36.4,45.6,0.24,0.14
DUNITE,58.95,-161.75,36.7,44.4,0.02,0.12
DUNITE,58.95,-161.75,35.2,43.5,0.44,0.11
DUNITE,58.95,-161.75,36.4,43.5,0.48,0.13
DUNITE,58.95,-161.75,35.3,42.6,0.6,0.13
DUNITE,34.8667,-120.617,33.1,38.2,0.3,0.16
HARZBURGITE,37.2083,-119.265,45.2,41.5,0.8,0.09
HARZBURGITE,37.2083,-119.265,46.1,39.2,1.2,0.11
DUNITE,38.5,-116.0,39.9,44.2,0.75,0.14
DUNITE,38.5,-116.0,43.2,46.4,0.52,0.12
DUNITE,38.5,-116.0,40.8,46.9,0.58,0.15
DUNITE,38.5,-116.0,40.3,46.0,0.31,0.16
DUNITE,-5.0,35.0,39.5,40.1,0.06,0.18
LHERZOLITE,60.25,-166.05,44.2,40.7,3.6,0.16
DUNITE,35.5,-111.5,40.2,46.0,0.14,0.147
DUNITE,62.7833,-151.517,48.5,4.7,23.0,0.13
DUNITE,62.7833,-151.517,40.6,49.2,0.19,0.06
DUNITE,62.7167,-151.767,41.6,42.2,2.8,0.08
HARZBURGITE,35.9708,-82.2917,43.8,45.1,0.38,0.11599999999999999
HARZBURGITE,35.9708,-82.2917,43.9,45.9,0.14,0.11
DUNITE,35.2,-112.21700000000001,39.2,45.1,0.16,0.151
DUNITE,37.2117,-119.262,41.1,49.1,0.2,0.11
DUNITE,68.35,-158.45,35.2,44.2,0.19,0.354
DUNITE,68.2667,-161.167,43.1,45.4,0.28,0.14
DUNITE,37.4167,-121.417,35.2,41.7,0.2,0.133
DUNITE,37.4167,-121.43299999999999,37.4,40.1,0.81,0.138
DUNITE,37.4167,-121.46700000000001,38.5,43.4,0.01,0.11699999999999999
DUNITE,68.3333,-158.35,38.11,45.02,0.26,0.122
DUNITE,42.3,-123.883,40.4,33.2,6.0,0.2
DUNITE,42.3,-123.883,42.7,29.0,5.24,0.19
DUNITE,42.3,-123.883,42.5,36.0,0.19,0.17
DUNITE,41.7667,-123.95,35.6,28.1,3.88,0.31
DUNITE,41.7667,-123.95,36.3,34.7,0.2,0.26
HARZBURGITE,61.5667,-145.15,42.7,43.2,1.04,0.12
WEHRLITE,61.5833,-145.0,40.8,36.6,3.44,0.16
DUNITE,61.5833,-144.983,41.7,33.1,6.42,0.2
DUNITE,61.5833,-145.11700000000002,38.2,46.1,0.12,0.13
DUNITE,61.5833,-145.11700000000002,45.7,9.9,15.7,0.13
DUNITE,61.5667,-145.15,40.4,43.6,0.44,0.12
DUNITE,61.5833,-145.15,38.4,46.8,0.12,0.14
DUNITE,61.5833,-144.983,37.6,41.8,0.22,0.16
WEHRLITE,61.5833,-144.983,43.0,33.6,7.98,0.2
WEHRLITE,61.5833,-145.0,40.5,39.0,2.6,0.22
DUNITE,61.5725,-145.123,37.7,45.6,0.04,0.13
DUNITE,61.5806,-145.156,38.9,46.9,0.12,0.14
DUNITE,56.9833,-133.11700000000002,40.1,45.7,1.1,0.17
WEHRLITE,56.9833,-133.11700000000002,42.7,36.3,6.54,0.2
WEHRLITE,56.9833,-133.11700000000002,51.7,21.5,19.8,0.11
DUNITE,56.9833,-133.11700000000002,39.6,44.3,1.28,0.18
WEHRLITE,56.9833,-133.11700000000002,42.1,39.8,4.72,0.17
DUNITE,56.9833,-133.11700000000002,40.1,46.8,0.26,0.14
WEHRLITE,66.05,-151.6,40.8,27.9,5.3,0.19
LHERZOLITE,66.2167,-151.317,43.5,25.7,6.88,0.23
WEHRLITE,66.2,-151.15,41.6,28.2,5.8,0.2
WEHRLITE,66.2167,-151.15,44.4,27.6,9.74,0.19
DUNITE,56.1167,-132.88299999999998,35.6,43.2,0.23,0.17
DUNITE,56.1167,-132.88299999999998,38.5,43.2,1.75,0.19
WEHRLITE,56.1167,-132.88299999999998,37.3,38.5,2.81,0.19
DUNITE,55.0881,-131.562,35.9,44.3,0.2,0.14
DUNITE,55.1056,-131.569,36.4,41.5,1.03,0.18
DUNITE,55.7667,-132.083,38.3,44.6,0.24,0.26
DUNITE,55.7667,-132.083,38.2,45.8,0.25,0.19
WEHRLITE,55.7667,-132.083,39.0,41.7,2.34,0.2
DUNITE,59.1008,-134.805,43.6,44.6,0.89,0.14
DUNITE,55.0911,-131.57399999999998,37.7,44.0,0.22,0.17
DUNITE,19.8,-155.833,40.1,43.3,0.87,0.21
DUNITE,19.8,-155.833,40.3,46.9,0.25,0.17
DUNITE,19.8,-155.833,40.0,47.1,0.32,0.16
DUNITE,19.8,-155.833,39.8,44.2,0.3,0.22
DUNITE,69.0,89.0,37.9,46.1,0.38,0.19
DUNITE,69.0,89.0,38.0,46.4,0.43,0.19
DUNITE,69.0,89.0,39.2,47.4,0.37,0.2
DUNITE,66.0,-148.0,39.2,35.6,3.9,0.19
DUNITE,66.0,-148.0,39.3,46.7,0.27,0.14
DUNITE,65.5,-148.0,38.5,46.7,0.15,0.14
DUNITE,65.5,-148.0,37.2,42.1,0.09,0.18
DUNITE,65.5,-148.0,36.4,40.3,0.1,0.19
DUNITE,61.4833,-149.15,38.1,34.4,3.2,0.24
DUNITE,61.4583,-149.25,35.7,41.3,0.6,0.22
DUNITE,61.4833,-149.2,39.1,43.2,1.3,0.27
DUNITE,61.4833,-149.2,37.2,45.0,0.5,0.22
DUNITE,61.4,-149.35,35.0,39.4,0.76,0.2
DUNITE,54.9,-131.3,35.0,37.6,0.52,0.32
DUNITE,54.9,-131.3,37.2,40.5,1.2,0.23
DUNITE,54.9,-131.3,26.6,32.4,0.12,0.24
DUNITE,56.1333,-132.983,38.0,39.1,2.3,0.26
DUNITE,56.1167,-132.9,37.4,41.7,0.58,0.26
DUNITE,56.1167,-132.88299999999998,36.3,42.6,0.33,0.22
DUNITE,56.1167,-132.9,36.7,42.5,0.35,0.24
DUNITE,37.75,-120.375,36.3,43.6,0.13,0.08
DUNITE,37.75,-120.375,36.3,43.8,0.06,0.11
DUNITE,37.75,-120.375,39.2,45.6,0.19,0.11
DUNITE,58.2617,-133.585,41.3,43.4,1.7,0.11
DUNITE,57.8861,-133.352,45.7,43.0,1.2,0.09
DUNITE,68.2383,-161.15,38.7,45.0,0.35,0.1
DUNITE,38.75,-77.375,37.3,34.4,0.58,0.14
DUNITE,48.5333,-122.71700000000001,42.6,45.3,0.87,0.09
DUNITE,34.9464,-83.175,42.0,43.1,0.16,0.1
