ROCK NAME,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,MGO,CAO,NA2O,K2O,P2O5,MNO,CR2O3
DUNITE,68.2378,-161.864,32.98,0.08,3.18,,,,,36.94,0.75,,,,0.14,
DUNITE,68.2389,-161.881,8.74,0.16,8.36,,,,,21.62,0.22,1.16,,,0.14,
DUNITE,68.2394,-161.886,37.62,,0.34,,,,,46.56,0.22,,,,0.12,
DUNITE,68.2394,-161.886,34.92,0.02,1.02,,,,,41.38,0.14,,,,0.15,
DUNITE,68.2333,-161.901,37.54,,0.38,,,,,45.37,0.2,,,,0.17,
DUNITE,68.2561,-161.912,33.55,,1,,,,,38.57,1.27,,,,0.16,
PERIDOTITE,47.6825,-108.974,33.6,2.42,5.82,,,6.5,,22.5,14.7,0.28,1.02,0.72,0.23,
PERIDOTITE,47.8628,-108.9,38.1,1.12,3.36,,,6,,33.7,3.29,,1.91,0.46,0.17,
PERIDOTITE,-54.072,6.398,46.22,0.041,2.418,,,,8.61,40.25,2.23,0.084,0.006,0.029,0.105,
PERIDOTITE,-47.7,32.147,47.42,0.063,2.673,,,,8.54,37.73,3.184,0.233,0.03,0.024,0.111,
PERIDOTITE,-39.788,45.988,45.04,0.021,1.854,,,,8.05,43.03,1.855,0.022,0.001,0.01,0.116,
PERIDOTITE,-39.85,46.288,45.88,0.014,1.322,,,,8,44.56,0.011,0.076,0.009,0.034,0.093,
PERIDOTITE,-31.917,57.18,45.39,0.093,2.629,,,,8.772,39.8,3.4,0.397,0.05,0.056,0.128,
PERIDOTITE,-31.917,57.18,45.11,0.059,2.169,,,,9.07,41.16,2.031,0.247,0.018,0.022,0.117,
PERIDOTITE,-58.43,-15.662,46.12,0.038,1.85,,,,9.25,41.63,0.918,0.078,0.012,0.013,0.092,
PERIDOTITE,-32.118,57.1,46.59,0.07,2.772,,,,8.739,39.48,1.897,0.251,0.054,0.026,0.123,
PERIDOTITE,-32.542,57.05,46.64,0.074,3.222,,,,8.688,37.83,3.166,0.188,0.026,0.041,0.119,
PERIDOTITE,-33.009,56.961,46.62,0.016,1.407,,,,8.682,42.93,0.159,0.063,0.008,0.03,0.085,
PERIDOTITE,-33.009,56.961,47.22,0.018,1.588,,,,8.435,42.09,0.491,0.04,0.001,0.025,0.09,
PERIDOTITE,-33.628,56.931,47.18,0.033,1.83,,,,8.479,41.45,0.832,0.072,0.018,0.004,0.101,
LHERZOLITE,-13.65,66.1,45.91,0.002,0.686,,,,6.462,45.27,1.457,0.02,0.048,0.033,0.103,
PERIDOTITE,-12.42,65.93,38.29,0.01,2.74,4.65,,2.25,,35.32,3.75,0.2,,,0.06,
BASALT,-12.42,65.93,52.26,1.16,16.03,,,,8.34,7.57,11.48,2.89,0.16,0.11,,
BASALT,-12.42,65.93,,1.1,,,,,,,,2.8,0.2,,,
BASALT,-12.42,65.93,,0.55,,,,,,,,2.8,0.2,,,
LHERZOLITE,-17.05,66.867,44.4,0.014,1.256,,,,8.442,45.07,0.557,0.023,0.096,0.048,0.089,
LHERZOLITE,-17.05,66.867,44.15,0.03,3.59,1.6,,5.23,,34.84,5.5,0.19,,,0.1,
LHERZOLITE,-17.05,66.867,44.15,0.03,3.59,1.6,,5.23,,34.84,5.5,0.19,,0.01,0.1,
LHERZOLITE,-17.05,66.867,46.06,0.02,2.848,,,,7.398,40.38,3.113,0.018,0.014,0.009,0.136,
LHERZOLITE,10.7,-41.63,38.73,0.08,1.81,7.49,,1.35,,35.87,1.34,0.18,0.02,0.05,0.16,
LHERZOLITE,10.937,-43.6,41.69,0.08,2.29,4.21,,3.33,,35.19,1.71,0.28,0.06,0.09,0.11,
LHERZOLITE,-0.308,-18.433,42.14,0.19,4,5.69,,2.08,,32.15,1.49,0.41,0.08,0.07,0.17,
PERIDOTITE,-13.45,-111.52,39.76,0.05,0.6,,,,8.64,39.27,0.1,0.27,,0,0.06,
PERIDOTITE,-13.467,-111.507,39.54,0.05,0.72,,,,10.58,36.91,1.24,,,,0.13,
PERIDOTITE,-13.467,-111.507,43.85,0.06,0.75,,,,9.64,35.37,3.01,,0.01,,0.16,
HARZBURGITE,-13.48,-111.53,40.1,0.1,0.69,,,,11.15,36.3,1.23,,,,0.16,
HARZBURGITE,-13.47,-111.5,41.41,0.02,0.58,,,,7.92,39.09,0.79,,,,0.11,
PERIDOTITE,-13.473,-111.513,40.64,0.08,0.93,,,,10.36,38.21,0.78,,,,0.15,
PERIDOTITE,-13.478,-111.518,39.9,0.06,0.69,,,,10.15,37.25,0.9,,,,0.13,
PERIDOTITE,-13.463,-111.547,38.48,0.35,0.76,,,,12.1,38.05,0.2,,,,0.12,
PERIDOTITE,-13.463,-111.547,36.47,0.07,0.45,,,,13.28,38.11,0.15,,,,0.13,
HARZBURGITE,-13.45,-111.55,42.43,0.02,0.53,,,,8.3,37.88,0.2,,0.01,,0.12,
PERIDOTITE,37.0355,-34.4145,40.99,0.05,4.13,,,,9.02,34.58,2.14,0.1,0.02,0.01,0.14,
PERIDOTITE,37.0355,-34.4145,39.38,0.06,4.22,4.8,,4.3,8.62,32.52,3.36,0.09,,,0.13,
PERIDOTITE,37.0355,-34.4145,39.96,0.07,5.15,5.22,,3.26,,33.62,3.09,0.09,0.01,0.01,0.15,0.67
PERIDOTITE,37.0355,-34.4145,39.7,0.01,3.89,4.14,,4.09,7.82,34.45,1.2,0.06,0.06,0.09,0.13,
PERIDOTITE,37.0355,-34.4145,44.85,0.07,4.79,,,,9.7,36.53,2.69,0.11,0.02,0.01,0.15,
PERIDOTITE,37.0355,-34.4145,,,,,,,9.0163,,,,,,,
PERIDOTITE,-54.128,6.35,46.67,0.032,1.34,,,,8.59,40.76,1.12,,,,0.17,0.39
LHERZOLITE,-57.95,-7.812,45.13,0.027,1.751,,,,8.88,42.32,1.553,0.204,0.015,0.03,0.104,
PERIDOTITE,-57.95,-7.812,47.03,0.07,2.84,,,,8.59,38.37,2.621,0.293,0.044,0.029,0.112,
LHERZOLITE,-57.95,-7.812,44.46,0.128,1.26,,,,12.12,41.63,0.122,0.104,0.014,0.067,0.099,
PERIDOTITE,-57.95,-7.812,46.53,0.029,1.646,,,,9.11,40.79,1.487,0.176,0.051,0.055,0.116,
PERIDOTITE,-57.95,-7.812,47.46,0.03,1.963,,,,8.19,40.14,1.946,0.105,0.013,0.044,0.115,
PERIDOTITE,-57.95,-7.812,47.43,0.03,2.087,,,,9.03,39.03,1.999,0.204,0.053,0.024,0.114,
PERIDOTITE,-59.087,-16.808,46.33,0.085,2.675,,,,9.04,39.4,2.124,0.174,0.009,0.018,0.144,
PERIDOTITE,-59.087,-16.808,47.09,0.089,1.979,,,,8.77,40.8,0.997,0.139,0.007,0.011,0.116,
PERIDOTITE,-59.087,-16.808,46.79,0.102,3.449,,,,8.57,39.02,1.796,0.114,0.007,0.031,0.125,
PERIDOTITE,-59.087,-16.808,45.55,0.056,1.91,,,,8.38,41.61,2.309,0.029,,0.027,0.121,
PERIDOTITE,-59.087,-16.808,45.36,0.064,2.109,,,,8.75,40.84,2.57,0.152,0.018,0.025,0.108,
PERIDOTITE,-59.087,-16.808,44.99,0.064,2.824,,,,9.48,39.21,3.065,0.215,0.03,0.013,0.116,
PERIDOTITE,-59.087,-16.808,45.43,0.064,2.67,,,,8.5,41,2.054,0.156,0.012,0.008,0.107,
PERIDOTITE,-59.087,-16.808,45.84,0.057,1.892,,,,8.61,41.46,1.872,0.121,0.015,0.015,0.116,
PERIDOTITE,43.21,-28.933,45.1043,0.01,1.15,6.27,,1.782,7.42,44.6239,0.12,,0.01,0.01,0.06,
PERIDOTITE,43.21,-28.933,43.04,0.004,0.83,5.72,,2.57,7.72,39.8,8.94,,0.01,,0.08,
PERIDOTITE,43.21,-28.933,42.45,0.01,0.49,6.76,,2.17,8.25,45.7,2.61,,0.01,0.02,0.07,
PERIDOTITE,43.21,-28.933,46.66,0.009,1.14,5.51,,3.36,8.32,43.16,0.79,,0.01,0.02,0.09,
PERIDOTITE,43.21,-28.933,45.8,0.013,0.9,6.8,,1.48,7.6,45.17,,,0.01,0.02,0.09,
PERIDOTITE,43.21,-28.933,45.92,0.009,0.37,8.32,,1.68,9.17,45.41,,,0.01,0.03,0.14,
PERIDOTITE,43.21,-28.933,39.99,0.002,0.65,5.96,,3.06,8.42,40.91,11.14,,0.01,,0.1,
PERIDOTITE,43.225,-29.16,42.79,0.006,0.64,7.23,,1.68,8.19,41.88,7.39,,0.01,,0.08,
PERIDOTITE,52.78,-33.82,29.03,0.59,17.96,2.05,,13.3,,25.09,0.12,0.1,0.03,0.02,0.24,
PERIDOTITE,52.78,-33.82,55.66,0.22,1.4,0.81,,3.09,,24.24,10.52,0.21,0.03,0.02,0.11,
PERIDOTITE,52.78,-33.82,52.64,0.35,0.6,2.2,,3.66,,32.25,0.1,0.82,0.03,0.02,0.07,
PERIDOTITE,52.78,-33.82,50.04,0.12,2.87,1.25,,3.24,,29.11,0.88,0.21,0.04,0.04,0.07,
PERIDOTITE,52.697,-41.413,37.8,0.22,3.75,,10.73,,,32.29,1.87,0.21,0.52,,0.1,
PERIDOTITE,52.697,-41.413,38.6,0.05,2.7,,9.5,,,31.7,3.65,,0.56,,0.1,
PERIDOTITE,52.697,-41.413,36.2,0.44,6.5,,8.83,,,24.05,3.84,0.36,0.49,,0.17,
HARZBURGITE,-13.483,-111.493,39.91,0.04,1.22,,9.36,,,37.2,0.42,0.27,0,0.01,0.12,
HARZBURGITE,-13.483,-111.493,39.91,0.04,1.22,,9.36,,,37.2,0.42,0.27,0,0.01,0.12,
HARZBURGITE,-13.483,-111.493,39.91,0.04,1.22,,9.36,,,37.2,0.42,0.27,0,0.01,0.12,
DUNITE,-13.483,-111.493,38.01,0.05,0.83,,11.45,,,37.96,0,0.43,0,0.01,0.06,
DUNITE,-13.483,-111.493,38.01,0.05,0.83,,11.45,,,37.96,0,0.43,0,0.01,0.06,
DUNITE,-13.483,-111.493,38.01,0.05,0.83,,11.45,,,37.96,0,0.43,0,0.01,0.06,
HARZBURGITE,2.33,-101.44,39.63,0.02,0.76,1.81,,5.77,,38.07,2.92,0.06,0.01,0.01,0.12,
DUNITE,2.26,-101.55,36.92,0.03,3.65,6.9,,2.98,,34.25,0.64,0.15,,0.13,0.1,
PERIDOTITE,22.7558,-46.0817,41.54,0.17,1.02,3.34,,4.92,,40.1,1.61,0.08,0.08,0.01,0.1,
PERIDOTITE,22.7558,-46.0817,40.79,0.17,2.76,3.52,,3.68,,38.04,1.36,0.08,0.09,0.01,0.09,
PERIDOTITE,22.7558,-46.0817,38.09,0.09,0.62,8.21,,0.57,,38.54,0.62,0.08,0.08,,0.07,
PERIDOTITE,22.7558,-46.0817,44.77,0.09,6.27,,10.66,4.35,,35.31,1.85,0,0.02,0.02,0.1,
PERIDOTITE,22.7558,-46.0817,43.15,0.03,0.91,,10.25,4.55,,44.35,0.89,0.03,0,0.02,0.11,
PERIDOTITE,22.7558,-46.0817,43.36,0.04,1.37,,9.36,3.1,,42.02,2.09,,,0,0.1,
PERIDOTITE,23.3385,-45.0173,46.69,0.017,1.64,,,,8.32,40.88,2.18,0.1,0.04,0.018,0.114,
PERIDOTITE,23.3385,-45.0173,47.05,0.016,1.82,,,,7.62,42.81,0.47,0.03,0.05,0.014,0.13,
PERIDOTITE,23.3387,-45.0174,46.91,0.013,1.21,,,,8.62,42.73,0.23,0.02,0.14,0.014,0.123,
PERIDOTITE,23.3387,-45.0174,44.42,0.015,1.43,,,,8.48,44.76,0.6,0.04,0.11,0.015,0.128,
PERIDOTITE,23.3387,-45.0174,46.32,0.014,1.52,,,,8.07,43.2,0.63,0,0.1,0.016,0.125,
PERIDOTITE,23.3387,-45.0174,47.14,0.014,1.45,,,,8.14,42.5,0.49,0,0.12,0.015,0.129,
PERIDOTITE,38.9397,-34.6853,39.89,0.02,0.82,,8.09,,,37.34,0.32,0.15,0,,0.1,
PERIDOTITE,38.9397,-34.6853,37.1,0.02,0.75,,7.61,,,34.37,4,0.07,0,,0.1,
PERIDOTITE,38.9397,-34.6853,40.56,0.05,1.34,,9.12,,,35.56,0.38,0.19,0.01,,0.14,
PERIDOTITE,37.77,-37.3435,37.72,0.02,0.77,,6.67,,,37.39,2.01,0.12,0,,0.07,
PERIDOTITE,37.77,-37.3435,38.12,0.02,0.72,,7.29,,,39.53,0.08,0.15,0,,0.11,
PERIDOTITE,34.7222,-38.8427,39.21,0.02,0.84,,6.61,,,39.06,0.01,0.09,0,,0.08,
PERIDOTITE,34.7222,-38.8427,39.58,0.02,0.71,,7.09,,,39.73,0,0.06,0,,0.07,
PERIDOTITE,-54.092,6.285,46.59,0.057,3.01,,,,9.3,37.06,2.68,,,,0.19,0.49
PERIDOTITE,0.92,-29.33,42.22,0.3,4.42,2.86,,4.45,,34.16,3.92,0.43,0.11,0.05,0.13,0.5
PERIDOTITE,0.92,-29.33,42.22,0.3,4.42,2.86,,4.45,,34.61,3.92,0.43,0.11,0.05,0.13,0.5
PERIDOTITE,0.92,-29.38,44.35,0.08,3.41,1.19,,7.07,,38.88,2.77,0.17,0.05,,0.15,0.53
PERIDOTITE,0.92,-29.38,44.35,0.08,3.41,1.19,,7.07,,38.88,2.77,0.17,0.05,,0.15,0.53
PERIDOTITE,0.92,-29.38,43.8,0.07,2.4,1.41,,6.22,,42.13,1.13,0.14,0.07,,0.14,0.54
PERIDOTITE,0.92,-29.38,43.8,0.07,2.4,1.41,,6.22,,42.13,1.13,0.14,0.07,,0.14,0.54
PERIDOTITE,0.92,-29.38,,,,,,,,,,,0.088,,,
PERIDOTITE,0.93,-29.37,44.38,0.08,2.36,0.98,,7.18,,41.66,1.01,0.14,0.04,,0.22,0.35
PERIDOTITE,0.93,-29.37,43.81,0.1,3.25,1.39,,7.61,,39.25,2.14,0.16,0.05,,0.16,0.33
PERIDOTITE,0.93,-29.37,,,,,,,,,,,0.043,,,
PERIDOTITE,0.93,-29.37,,,,,,,,,,,0.027,,,
LHERZOLITE,23.62,36.2,42.66,0.02,1.8,1.58,,8.04,,40.32,3.19,0.38,0.06,0.91,0.15,
PERIDOTITE,23.62,36.2,46.93,0.15,3.99,1.38,,7.05,,35.44,3.43,0.44,0.09,0.02,0.13,
PERIDOTITE,23.62,36.2,46.84,0.15,4.06,1.59,,8.08,,34.44,3.33,0.37,0.04,0.01,0.15,
PERIDOTITE,23.62,36.2,45.9,0.14,3.93,2.76,,6.51,,36.01,3.26,0.4,0.05,0.01,0.15,
PERIDOTITE,23.62,36.2,45.61,0.15,3.92,1.47,,7.51,,36.45,3.24,0.37,0.02,0.01,0.14,
LHERZOLITE,23.62,36.2,45.07,0.15,4.01,1.52,,7.51,,36.84,3.26,0.35,0.02,0.01,0.15,
PERIDOTITE,23.62,36.2,52.33,0.45,5.25,0.95,,4.84,,20.44,12.64,1.48,0.13,0.06,0.13,
LHERZOLITE,23.62,36.2,45.62,0.14,3.87,1.47,,7.51,,36.69,3.28,0.33,0.04,0.01,0.15,
PERIDOTITE,23.62,36.2,45.44,0.08,5.67,1.36,,6.93,,35.64,3.33,0.43,0.01,0,0.14,
PERIDOTITE,23.62,36.2,45.64,0.05,3.87,1.32,,6.73,,38.47,2.76,0.17,0.01,0,0.14,
PERIDOTITE,23.62,36.2,43.36,0.05,3.25,1.55,,6.68,,41.85,1.96,0.19,0.02,0,0.13,
PERIDOTITE,23.62,36.2,43.52,0.08,2.98,1.44,,6.83,,41.71,2.12,0.24,0.02,0,0.13,
PERIDOTITE,23.62,36.2,43.61,0.11,4.46,1.3,,6.64,,40.31,2.32,0.23,0.01,0,0.14,
PERIDOTITE,23.62,36.2,40.37,0.15,21.28,2.12,,4.16,,23.5,6.04,1.24,0.05,0,0.09,
PERIDOTITE,23.62,36.2,43.28,0.04,2.44,1.97,,7.55,,41.21,2.02,0.39,0.08,0.01,0.15,
PERIDOTITE,23.62,36.2,43.92,0.06,2.74,2.12,,7.11,,40.3,2.22,0.42,0.11,0.01,0.14,
PERIDOTITE,23.62,36.2,42.11,0.02,1.98,1.65,,7.5,,40.99,3.45,0.46,0.08,0.78,0.14,
LHERZOLITE,23.62,36.2,44.02,0.13,3.7,1.98,,6.63,,39.19,3.06,0.34,0.02,0,0.14,
PERIDOTITE,23.62,36.2,43.36,0.15,3.57,2.14,,7.3,,39.13,2.76,0.45,0.1,0.02,0.16,
PERIDOTITE,23.62,36.2,44.21,0.15,4.13,1.94,,6.98,,37.68,3.13,0.53,0.13,0.01,0.15,
LHERZOLITE,23.62,36.2,44.4,0.2,4.01,1.92,,6.75,,38.19,3.29,0.34,0.03,0.01,0.14,
LHERZOLITE,23.62,36.2,48.09,0.68,7.02,1.9,,4.2,,25.49,10.53,1.01,0.04,0.01,0.11,
PERIDOTITE,23.62,36.2,46.25,0.28,3.06,2.35,,5.74,,32.63,7.84,0.56,0.05,0.01,0.14,
PERIDOTITE,23.62,36.2,45.91,0.58,13.05,1.87,,3.1,,19.15,14.98,0.51,0.02,0,0.1,
PERIDOTITE,23.62,36.2,44.42,0.06,3.1,1.03,,6.74,,41.1,2.52,0.13,0.01,0,0.12,
LHERZOLITE,23.62,36.2,44.16,0.13,3.66,1.78,,6.85,,39.1,3.03,0.34,0.02,0.03,0.14,
PERIDOTITE,23.62,36.2,46.79,0.17,9.55,2.23,,4.37,,28.82,6.99,0.66,0.02,0,0.12,
PERIDOTITE,23.62,36.2,43.24,0.1,4.45,2,,6.51,,39.43,2.77,0.2,0.01,0,0.14,
PERIDOTITE,23.62,36.2,43.61,0.01,3.25,3.85,,4.98,,40.7,2.19,0.19,0.01,0,0.14,
PERIDOTITE,23.62,36.2,45.32,0.06,4.41,1.44,,6.37,,38.51,2.73,0.3,0.02,0,0.13,
PERIDOTITE,23.62,36.2,43.89,0.1,3.99,1.98,,6.43,,39.87,2.61,0.21,0.02,0,0.13,
PERIDOTITE,-54.057,6.5,46.39,0.035,1.97,,,,7.9,41.51,0.86,,,0.032,0.15,0.45
PERIDOTITE,10.73,-43.17,39.71,0.06,2.59,7.31,,1.3,,33.15,1.52,0.28,0.06,0.02,0.12,0.44
DUNITE,-5,68,37,0.2,0.92,6.11,,0.7,,39.42,1.8,,,,0.08,
DUNITE,-5,68,38.2,0.18,1.03,5.76,,1,,38,0.8,,,,0.1,
DUNITE,-5,68,38.26,0.08,1.1,6.5,,1.43,,38.64,0.5,0.22,0.04,0.05,0.21,
DUNITE,-5,68,38.04,0.08,1.21,4.8,,1.82,,38.07,0.98,0.24,0.00416667,,0.14,
HARZBURGITE,-5,68,38.47,0.15,1.22,5.88,,2.16,,38.43,0.42,0.09,0.02,0.02,0.08,
HARZBURGITE,-28.37,62.58,38.21,0.08,2.15,4.86,,1.78,,38.11,0.82,0.2,0.08,,0.14,
HARZBURGITE,-5,68,39.86,0.1,1.36,5.24,,2.29,,38.13,0.77,0.1,0.01,,0.14,
HARZBURGITE,-5,68,39.22,0.08,2.36,4.85,,1.43,,37.88,0.63,0.14,0.04,0.05,0.21,
HARZBURGITE,-28.37,62.58,39.2,0.1,2.53,4.85,,1.45,,37.81,0.58,0.14,0.04,,0.18,
HARZBURGITE,-5,68,39.1,0.15,1.86,5.34,,1.87,,37.15,0.35,0.12,0.02,0.05,0.1,
HARZBURGITE,-5,68,37.84,0.12,1.43,6.12,,2.42,,36.96,1.5,0.12,0.04,0.02,0.13,
HARZBURGITE,-5,68,39.26,0.15,1.44,5.4,,2.48,,37.4,1.12,0.13,0.02,0.05,0.13,
HARZBURGITE,-5,68,39.74,0.2,1.86,5.15,,2.55,,37.35,0.58,0.06,0.02,0.05,0.12,
HARZBURGITE,-5,68,38.52,0.54,1.02,5.47,,2.18,,36.7,0.6,0.18,1,0.05,0.16,
HARZBURGITE,-5,68,41.9,0.15,1.18,3.37,,2.85,,37.85,1.4,0.11,0.02,0.05,0.18,
HARZBURGITE,-5,68,41.7,0.09,1.7,3.59,,5.37,,38.12,1.46,0.19,0.04,,0.15,
HARZBURGITE,-28.37,62.58,39.82,0.58,2.62,2.69,,2.62,,36.1,2.6,,,,0.17,
HARZBURGITE,-28.37,62.58,39.94,0.17,2.48,4.26,,2.15,,36.38,2.04,0.17,0.05,0.04,0.27,
HARZBURGITE,-5,68,39.77,0.1,3.14,5.84,,1.97,,35.54,0.41,,0.1,,0.11,
LHERZOLITE,-28.37,62.58,39.65,0.17,2.78,4.68,,2.1,,35.08,2.53,0.24,0.06,0.01,0.29,
LHERZOLITE,-28.37,62.58,40.42,0.17,1.8,5.63,,2.51,,35.36,2.33,0.27,0.05,2.04,0.14,
LHERZOLITE,-28.37,62.58,40.34,0.17,1.62,5.16,,2.67,,35.19,2.88,0.13,0.03,0.04,0.11,
LHERZOLITE,-28.37,62.58,39.62,0.2,2.81,4.67,,2.11,,35.06,2.55,0.24,0.06,,0.29,
LHERZOLITE,-28.37,62.58,39.6,0.19,2.87,4.27,,3.32,,35.19,3.26,0.19,0.03,0.03,0.14,
LHERZOLITE,-5,68,40.1,0.14,4.2,4.72,,3.58,,35.61,1.82,,0.09,,0.15,
LHERZOLITE,-28.37,62.58,40.9,0.17,2.48,3.23,,4.32,,36.34,4.42,0.12,0.05,0.02,0.14,
LHERZOLITE,-5,68,40,0.29,3.9,2.66,,2.41,,34,3.3,,,,0.18,
LHERZOLITE,-5,68,40.22,0.18,3.52,6.62,,1.48,,33.75,0.44,0.31,0.13,,0.39,
LHERZOLITE,-28.37,62.58,41.75,0.18,3.58,3.55,,4.12,,35.22,1.83,0.07,0.14,,0.12,
LHERZOLITE,-5,68,40,0.6,5.27,3,,2.56,,32.95,3.5,0.5,0.1,,0.12,
LHERZOLITE,-9,68,41.6,0.06,1.33,7.13,,2.33,,33.3,0.82,0.93,0.31,,0.2,
LHERZOLITE,23.62,36.2,43.77,0.07,3.19,2.03,,6.35,,40.61,1.94,0.18,0.01,0.07,0.13,
LHERZOLITE,23.62,36.2,44.05,0.12,3.46,2.62,,7.23,,38.3,3,0.25,0.05,0.11,0.16,
LHERZOLITE,23.62,36.2,45.09,0.13,2.68,2.22,,7.07,,37.97,2.8,0.17,0.03,0.06,0.15,
LHERZOLITE,23.62,36.2,44.87,0.16,3.74,1.86,,7.31,,37.63,3.16,0.27,0.05,0.01,0.15,
LHERZOLITE,23.62,36.2,44.82,0.2,4.25,2.2,,7,,36.3,3.86,0.33,0.06,0.03,0.15,
LHERZOLITE,23.62,36.2,44.89,0.15,3.77,2.61,,6.8,,37.3,3.31,0.29,0.04,0.03,0.15,
LHERZOLITE,23.62,36.2,45.01,0.15,4.12,1.85,,7.23,,37.3,3.21,0.3,0.03,0.1,0.15,
LHERZOLITE,23.62,36.2,44.73,0.16,4.31,2.62,,6.47,,36.63,3.51,0.3,0.06,0.05,0.15,
LHERZOLITE,23.62,36.2,46.2,0.17,3.82,2.6,,7.07,,35.8,3.02,0.31,0.01,0.08,0.16,
LHERZOLITE,23.62,36.2,50.87,0.27,6.21,2.47,,5.47,,28.19,5.02,0.41,0.02,0.16,0.15,
LHERZOLITE,23.62,36.2,44.78,0.15,4.21,2.17,,7,,36.97,3.35,0.31,0.01,0.12,0.15,
LHERZOLITE,23.62,36.2,44.43,0.14,4.09,2.15,,7.07,,37.13,3.39,0.3,0.01,0.06,0.15,
LHERZOLITE,23.62,36.2,45.1,0.15,4.22,1.7,,7.31,,37.3,3.04,0.27,0.02,0.07,0.15,
LHERZOLITE,23.62,36.2,44.92,0.21,4.29,2.08,,7.15,,36.47,3.47,0.31,0.04,0.08,0.5,
LHERZOLITE,23.62,36.2,45.36,0.02,1.68,2.34,,7.56,,40.61,1.08,0.18,0.03,0.06,0.17,
LHERZOLITE,23.62,36.2,48.58,0.23,6.88,2.19,,5.31,,29.67,5.52,0.44,0.13,0.03,0.15,
LHERZOLITE,23.62,36.2,44.25,0.15,3.56,2.4,,7.43,,37.13,3.4,0.27,0.08,0.13,0.16,
HARZBURGITE,-51.02,162.02,55.1,0.01,0.56,9.54,,,,34.49,0.07,0.11,0.01,0.02,0.05,
HARZBURGITE,-52.37,160.57,55.3,0.02,0.65,10.06,,,,33.6,0.12,0.12,0.01,0.01,0.05,
HARZBURGITE,2.27725,-101.446,43.73,,0.87,8.95,,,,42.46,3.72,,,,,
HARZBURGITE,2.27725,-101.446,40.26,,0.59,10.09,,,,48.72,0.04,,,,,
HARZBURGITE,2.27725,-101.446,42.57,,0.94,8.86,,,,46.28,1.11,,,,,
DUNITE,2.27725,-101.446,39.7,,0.75,11.26,,,,47.93,,,,,,
DUNITE,2.27978,-101.447,41.5,,1.04,11.96,,,,45.05,0.08,,,,,
DUNITE,2.27978,-101.447,44.71,,1.77,9.24,,,,43.81,0.28,,,,,
PERIDOTITE,23.3387,-45.0174,45.38,,1.71,8.93,,,,42.87,0.84,,,,,
HARZBURGITE,23.3387,-45.0174,45,,2.03,8.91,,,,42.3,1.51,,,,,
HARZBURGITE,23.3387,-45.0174,45.5,,2.72,10.22,,,,39.53,1.62,,,,,
HARZBURGITE,23.3387,-45.0174,44.69,,1.72,8.7,,,,43.74,0.89,,,,,
PERIDOTITE,23.3387,-45.0174,44.14,,1.39,9.44,,,,44.63,0.21,,,,,
PERIDOTITE,-17.63,65.82,51.95,1.44,14.83,,,,10.52,6.95,10.92,2.65,0.16,0.161,0.194,
BASALT,-29.3,60.62,51.71,1.87,15.7,,,,9.64,6.28,10.02,3.78,0.28,0.24,,
BASALT,-29.3,60.62,45.32,0.029,1.748,,,,8.667,44.02,0.061,0.034,0.025,,0.1,
LHERZOLITE,-1.117,-14.867,38.55,0.04,2.04,7.23,,1.76,,35.88,0.37,0.42,0.05,,0.41,0.46
LHERZOLITE,-0.308,-18.433,42.36,0.1,3.36,5.55,,3.07,,36.48,2.24,0.62,0.03,,0.1,0.39
LHERZOLITE,-1.133,-24.083,37.62,0.03,1.72,5.45,,1.44,,37.8,0.5,0.16,0.02,0.04,0.05,0.39
PERIDOTITE,23.1666,-45.3217,41.27,0.01,0.53,,,,8.11,48.41,0.01,0.02,0.01,0,0.14,
PERIDOTITE,23.1666,-45.3217,43.65,0.02,2.03,,,,7.97,43.04,1.77,0,0,0,0.13,
PERIDOTITE,23.1666,-45.3217,43.71,0.02,1.59,,,,8.21,44.07,1.06,0.02,0.02,0,0.13,
PERIDOTITE,23.1666,-45.3217,43.51,0.02,1.04,,,,8.2,45.54,0.75,0.01,0.01,0,0.13,
PERIDOTITE,23.1666,-45.3217,46.05,0,0.3,,,,6.99,46.11,0.03,0.03,0.01,0.02,0.09,
PERIDOTITE,23.1666,-45.3217,42.02,0.01,0.76,,,,9.1,47.26,0.15,0.05,0.01,0,0.13,
PERIDOTITE,23.1666,-45.3217,43.67,0.02,1.86,,,,7.7,45.39,0.45,0.06,0.02,0,0.12,
PERIDOTITE,23.1666,-45.3217,44.27,0.02,2.14,,,,7.64,42.29,2.14,0.08,0.01,0,0.14,
PERIDOTITE,23.1666,-45.3217,42.12,0,1.15,,,,8.67,46.33,0.25,0.08,0.01,0,0.12,
PERIDOTITE,23.1666,-45.3217,43.81,0.02,1.46,,,,7.88,43.93,1.62,0.09,0.02,0,0.12,
PERIDOTITE,23.1666,-45.3217,46.31,0.02,1.95,,,,8.12,41.9,0.79,0.01,0.01,0,0.13,
PERIDOTITE,0.93,-29.37,,,,,,,,,,,0.034,,,
LHERZOLITE,-12.42,65.93,43.87,0.01,3.14,5.33,,2.58,,40.45,4.3,0.23,,,0.07,
HARZBURGITE,45.25,-29.92,37.9,0.06,2.22,7.01,,0.78,,36.7,0.35,0.23,0.03,0.02,0.01,0.47
HARZBURGITE,45.25,-29.92,38.13,0.04,2.06,7.36,,0.37,,36.5,0.18,0.28,0.2,0.02,0.17,0.32
