62	43.65	0.71	0.892	53.67
63	44.91	0.86	1.043	52.58
64	44.55	0.84	1.405	52.39
65	44.85	0.91	1.473	52.24
66	43.85	0.64	0.982	54.02
67	43.67	0.6	0.902	54.21
68	43.76	0.73	1.197	53.65
69	43.14	1.14	0.434	54.99
70	43.55	0.63	1.221	54.28
71	43.24	1.14	0.438	55.1
72	46.26	0.72	1.902	50.21
73	42.36	0.64	1.44	53.25436
74	45.16	1.04	1.499	51.73
75	42.65	0.27	0.242	55.98
76	42.12	0.83	1.865	54.26
77	43.21	0.59	1.311	54.45
78	44.06	1.23	1.62	51.63352
79	44.58	0.94	1.236	52.69
80	42.55	0.68	0.65	53.65151
81	43.32	0.54	0.92	54.83
82	42.92	0.6	0.92	54.22807
83	43.56	0.72	1	52.76928
84	43.87	1.06	0.795	54.08
85	43.9	1.1	1.81	52.58
86	44.32	0.5	1.18	53.08
87	44.06	0.85	1.46	52.31968
88	43.32	0.37	0.94	54.37
89	42.33	0.9	2.05	53.33586
90	35.69	3.52	0.07	41.96623
91	42.86	0.71	0.83980782	54.62305637
92	42.31	0.36	1.13	56.29
93	43.29	0.84	0.980131333	53.74598688
94	43.19	0.32	1.006	54.82
95	43.18	1.05	0.894	54.35
96	43.41	0.6	1.42	54.3
97	42.85	1.37	1.97	51.91143
98	44.85	1.08	1.643	52.17
99	43.19	1.27	1.867	53.38
100	44.4	7.27	6.86	38.84304
101	44.17	1.26	1.892	52.1
102	43.45	0.89	0.804	54.54
103	44.03	1.53	1.98	52.14
104	43.64	0.75	1.44	53.78
105	44.4	0.52	1.31	52.51524
106	42.79	0.81	1.006170329	54.04647514
107	42.59	0.92	1.08	52.87809
108	44.04	0.02	1.1	54.00425
109	43.31	0.92	2.02	53.09
110	41.99	0.02	1.13	56.79
111	43.44	0.03	1.21	55.14
112	43.27	0.17	0.87	55.75
113	44.47	0.06	1.8	53.98
114	45.48	0.1	2.56	52.1
115	45.01	1.07	1.38	52.62
116	44.46	0.94	0.876	53.39
117	42.45	1.35	1.96	51.63749
118	43.8	0.65	1.58	52.95324
119	43.49	0.79	1.39	52.08567
120	37.76	0.69	0.85	46.65856
121	43.19	0.51	1.07	54.14
122	43.4	0.56	1.6	53.43
123	43.62	0.04	1.31	54.95
124	44.02	0.72	1.15	53.54
125	43.82	0.05	1.05	55.9
126	42.92	0.06	1.72	55.35
127	48.2	0.65	2.13	47.8
128	43.3	0.74	1.1	53.18
129	43.63	0.03	1.05	54.95
130	42.36	0.11	2.32	55.2
131	43.29	0.78	1.45	52.17
132	42.99	0.84	1.64	54.21
133	42.1	0.19	1.95	55.53
134	47.44	0.32	1.56	50.22
135	45.21	1.15	1.95	51.24
136	42.68	1.48	2.63	52.87
137	44.39	1	1.97	50.99
138	43.2	1.05	1.41	52.83334
139	43.06	0.72	1.24	53.49
140	43.57	0.7	1.28	53.78
141	43.81	0.96	1.52	53.42
142	43.61	0.88	1.51	52.08921
143	43.96	1.01	1.12	53.5
144	44.63	0.93	1.47	52.41
145	43.45	1.02	1.17	53.52
146	42.5	1.05	0.79	54.44234
147	42.69	0.57	1.33	54.0794
148	44.1	0.73	1.97	52.3
149	44.5	0.75	1.18	53.3
150	43.76	0.65	1.13	53.88
151	44.32	1.05	1.53	52.51
152	43.5	1.04	1.08	53.16
153	43.72	0.72	0.96	53.36
154	44.03	1.12	1.34	52.81
155	44.09	0.96	1.21	53.26
156	43.1	0.7	1.11	54.01405
157	44.28	1.01	1.51	52.35
158	44.5	1.2	1.64	50.71244
159	44.26	1.07	1.39	52.55
160	43.32	4.08	2.55	46.55
161	43.78	0.5	1.11388548	55.03326294
162	44	1.02	1.58	52.70799
163	42.07	3.5	2.04	45.1
164	44.28	1.07	1.3	52.72
165	43.85	0.81	1.19	53.63
166	43.91	1	1.29	52.78
167	42.03	2.06	1.67	51.18062
168	42.83	2.71	2.97	48.9
169	38.9	1.2	2.83	42.4951
170	39.56	1.2	1.9	43.3127
171	43.85	3.01	0.75	45.01
172	39.77	0.41	3.14	42.76016
173	39.82	2.6	2.62	41.13831
174	39.26	0.58	1.67	43.97905
175	40.1	1.23	0.69	47.45
176	39.94	2.04	2.48	42.35974
177	38.13	0.18	2.06	43.48664
178	38.17	0.07	0.74	42.64027
179	37.9	0.35	2.22	43.78199
180	38.52	0.6	1.02	43.79753
181	40.93	0.74	1.09	43.33179
182	39.54	1.24	0.72	47.49
183	37.84	1.5	1.43	44.88188
184	37.7	0.18	3.92	43.68754
185	39.29	0.07	1.01	43.90836
186	39.1	0.35	1.86	43.82066
187	39.91	0.42	1.22	45.61464
188	39.91	0.42	1.22	45.61464
189	39.91	0.42	1.22	45.61464
190	39.9	0.9	0.69	47.4
191	38.08	0.81	0.88	43.94765
192	39.74	0.58	1.86	44.52985
193	39.26	1.12	1.44	44.7346
194	37.14	0.18	2.84	44.16825
195	40.1	1.71	1.52	44.7819
196	35.65	0.52	0.57	44.04987
197	38.3	0.62	0.6	45.22574
198	39.2	0.58	2.53	43.62015
199	41.9	1.4	1.18	43.72963
200	39.22	0.63	2.36	43.67015
201	42.43	0.2	0.53	46.18
202	39.63	2.92	0.76	45.46719
203	38.21	0.82	2.15	44.25914
204	36.47	0.15	0.45	51.39
205	41.7	1.46	1.7	46.71741
206	39.86	0.77	1.36	45.13076
207	39.21	1.66	0.59	44.81563
208	40.64	0.78	0.93	48.57
209	39.6	1.65	0.85	46.50787
210	38.47	0.42	1.22	45.87612
211	37.17	0.02	0.52	44.87997
212	40.6	1.88	1.65	46.08867
213	38.85	0.89	0.66	45.89119
214	39.8	2	2.18	46.50554
215	41.7	2.09	2	46.34372
216	41.7	2.86	2.28	46.7314
217	37.78	0.31	0.66	45.67462
218	38.42	0.79	0.6	45.73755
219	41.41	0.79	0.58	47.01
220	38.56	0.86	0.63	46.1422
221	36.49	0.5	0.41	45.433
222	37.46	0.03	0.76	46.21614
223	46.1	1.2	2.7	47.5283
224	34.61	0.08	0.68	46.402
225	39.76	0.1	0.6	47.91
226	40.5	0.78	0.71	46.74372
227	34.14	0.02	0.85	47.10534
228	35.53	0.35	0.19	45.67593
229	38.7	0.62	0.64	45.96462
230	36.01	0.66	0.47	46.21836
231	37.1	0.79	0.47	46.46412
232	35.9	0.31	0.35	46.06058
233	42	1.95	1.06	47.14938
234	37.37	0.29	0.3	45.74502
235	37.09	0.58	0.63	45.86492
236	45.5	1.62	2.72	48.71778
237	37.57	0.55	0.77	46.55028
238	41.52	0.06	0.71	47.65605
239	36.81	0.06	0.6	46.0229
240	41.8	2.21	2.22	47.46736
241	35.12	0.08	0.21	46.36977
242	36.84	0.63	0.45	46.98513
243	38.66	0.74	0.77	46.42078
244	36.78	0.05	0.47	46.60957
245	37.76	0.69	0.54	46.65856
246	37.8	0.46	0.68	46.62462
247	37.75	0.03	0.65	46.31896
248	37.58	0.51	0.54	46.63361
249	38.35	0.53	0.49	46.91331
250	38.62	0.79	0.66	47.01523
251	37.48	0.2	0.61	46.48391
252	33.64	0.07	0.2	46.45896
253	37.11	0.03	0.55	46.62179
254	36.41	0.43	0.41	46.72472
255	34.46	0.22	0.21	47.11129
256	40	0.81	0.68	47.49089
257	37.84	0.03	0.64	46.55997
258	40.32	0.84	0.79	47.13038
259	41.9	1.76	1.84	47.95049
260	37.45	0.03	0.57	46.72785
261	32.18	0.32	0.25	47.67685
262	37.82	0.5	0.59	47.18351
263	36.97	0.03	0.54	46.9528
264	40.9	1.49	0.93	48.5112
265	38.78	1.03	0.76	47.34452
266	37.93	0.39	0.7	47.33553
267	37.52	0.24	0.53	47.45947
268	42.7	2.07	1.91	48.44039
269	40.2	0.86	0.72	47.53341
270	39.54	0.71	0.88	47.53442
271	41.7	1.72	1.58	48.63029
272	39.04	0.65	0.62	47.82927
273	35.53	0.18	0.25	47.92018
274	39.61	0.8	0.69	48.24089
275	41.9	1.21	1	48.7314
276	34.82	0.03	0.34	47.7326
277	29.39	0.14	0.57	48.44796
278	29.13	0.16	0.29	49.57575
279	39.7	0.46	0.78	48.77968
280	35.45	0.36	0.28	48.03553
281	40.5	0.95	0.72	48.8617
282	45.2	0.8	0.7	48.8283
283	36.81	0.33	0.19	48.2425
284	40.7	1.37	0.86	49.54827
285	38.61	0.23	0.17	48.55553
286	38.81	0.54	0.59	48.92816
287	34.37	0.13	0.11	49.3421
288	45	1.51	2.03	50.31009
289	43.73	3.72	0.87	50.50605
290	40.2	0.35	0.37	49.30664
291	43.4	0.94	0.82	50.42708
292	45.38	0.84	1.71	50.89807
293	40.7	0.6	0.47	50.05109
294	38.09	0.13	0.1	49.93624
295	42.7	1.04	0.72	50.41897
296	44.69	0.89	1.72	51.5613
297	43.6	0.95	0.52	52.08546
298	44.14	0.21	1.39	53.11656
299	41.6	0.56	0.29	52.6576
300	43.8	0.38	0.78	52.64385
301	43.4	0.91	0.25	53.56748
302	41.7	0.8	1	53.48213
303	43.9	0.14	0.44	52.9988
304	42.57	1.11	0.94	54.24514
305	40.26	0.04	0.59	57.79091
