,0,1,2,3,4,5,6,7,8,9,10,11
630,ROCK NAME,SIO2,AL2O3,MGO,NA2O,P2O5,0.7302056007814102,,,,,
631,ROCK NAME,SIO2,AL2O3,MNO,K2O,NA2O,0.730201233365794,,,,,
632,ROCK NAME,SIO2,AL2O3,MNO,K2O,P2O5,0.7301998802788727,,,,,
633,ROCK NAME,SIO2,AL2O3,MNO,NA2O,P2O5,0.7302389747184735,,,,,
634,ROCK NAME,SIO2,AL2O3,K2O,NA2O,P2O5,0.7302809371050878,,,,,
635,ROCK NAME,SIO2,CR2O3,FEOT,CAO,MGO,0.7303675631767913,,,,,
636,ROCK NAME,SIO2,CR2O3,FEOT,CAO,MNO,0.7304986425865582,,,,,
637,ROCK NAME,SIO2,CR2O3,FEOT,CAO,K2O,0.7306129375094929,,,,,
638,ROCK NAME,SIO2,CR2O3,FEOT,CAO,NA2O,0.7306659414119023,,,,,
639,ROCK NAME,SIO2,CR2O3,FEOT,CAO,P2O5,0.7307781339031373,,,,,
640,ROCK NAME,SIO2,CR2O3,FEOT,MGO,MNO,0.7308203439248713,,,,,
641,ROCK NAME,SIO2,CR2O3,FEOT,MGO,K2O,0.7308801732477775,,,,,
642,ROCK NAME,SIO2,CR2O3,FEOT,MGO,NA2O,0.7309102778257811,,,,,
643,ROCK NAME,SIO2,CR2O3,FEOT,MGO,P2O5,0.7309683070552665,,,,,
644,ROCK NAME,SIO2,CR2O3,FEOT,MNO,K2O,0.7308214992969547,,,,,
645,ROCK NAME,SIO2,CR2O3,FEOT,MNO,NA2O,0.7307883417274572,,,,,
646,ROCK NAME,SIO2,CR2O3,FEOT,MNO,P2O5,0.7306202489097933,,,,,
647,ROCK NAME,SIO2,CR2O3,FEOT,K2O,NA2O,0.7305464692295995,,,,,
648,ROCK NAME,SIO2,CR2O3,FEOT,K2O,P2O5,0.7303909733288292,,,,,
649,ROCK NAME,SIO2,CR2O3,FEOT,NA2O,P2O5,0.7302841697713521,,,,,
650,ROCK NAME,SIO2,CR2O3,CAO,MGO,MNO,0.7303556658395395,,,,,
651,ROCK NAME,SIO2,CR2O3,CAO,MGO,K2O,0.730371593868529,,,,,
652,ROCK NAME,SIO2,CR2O3,CAO,MGO,NA2O,0.7304325568746218,,,,,
653,ROCK NAME,SIO2,CR2O3,CAO,MGO,P2O5,0.7305005939052857,,,,,
654,ROCK NAME,SIO2,CR2O3,CAO,MNO,K2O,0.7306119194159936,,,,,
655,ROCK NAME,SIO2,CR2O3,CAO,MNO,NA2O,0.7307388298241986,,,,,
656,ROCK NAME,SIO2,CR2O3,CAO,MNO,P2O5,0.7308003081722033,,,,,
657,ROCK NAME,SIO2,CR2O3,CAO,K2O,NA2O,0.7308760322944746,,,,,
658,ROCK NAME,SIO2,CR2O3,CAO,K2O,P2O5,0.7309472033801854,,,,,
659,ROCK NAME,SIO2,CR2O3,CAO,NA2O,P2O5,0.7310239143572503,,,,,
660,ROCK NAME,SIO2,CR2O3,MGO,MNO,K2O,0.7310888995205717,,,,,
661,ROCK NAME,SIO2,CR2O3,MGO,MNO,NA2O,0.7311278665760065,,,,,
662,ROCK NAME,SIO2,CR2O3,MGO,MNO,P2O5,0.7310865028311011,,,,,
663,ROCK NAME,SIO2,CR2O3,MGO,K2O,NA2O,0.7311596814608895,,,,,
664,ROCK NAME,SIO2,CR2O3,MGO,K2O,P2O5,0.7311555241379833,,,,,
665,ROCK NAME,SIO2,CR2O3,MGO,NA2O,P2O5,0.7311642126456972,,,,,
666,ROCK NAME,SIO2,CR2O3,MNO,K2O,NA2O,0.7311387041522004,,,,,
667,ROCK NAME,SIO2,CR2O3,MNO,K2O,P2O5,0.7309156615543873,,,,,
668,ROCK NAME,SIO2,CR2O3,MNO,NA2O,P2O5,0.7308820836474083,,,,,
669,ROCK NAME,SIO2,CR2O3,K2O,NA2O,P2O5,0.7307508043826485,,,,,
670,ROCK NAME,SIO2,FEOT,CAO,MGO,MNO,0.7308591024438053,,,,,
671,ROCK NAME,SIO2,FEOT,CAO,MGO,K2O,0.7309741441685921,,,,,
672,ROCK NAME,SIO2,FEOT,CAO,MGO,NA2O,0.7310380445595933,,,,,
673,ROCK NAME,SIO2,FEOT,CAO,MGO,P2O5,0.7311214813687646,,,,,
674,ROCK NAME,SIO2,FEOT,CAO,MNO,K2O,0.7312145193626708,,,,,
675,ROCK NAME,SIO2,FEOT,CAO,MNO,NA2O,0.7313143062649998,,,,,
676,ROCK NAME,SIO2,FEOT,CAO,MNO,P2O5,0.7314039790652329,,,,,
677,ROCK NAME,SIO2,FEOT,CAO,K2O,NA2O,0.7314877845851329,,,,,
678,ROCK NAME,SIO2,FEOT,CAO,K2O,P2O5,0.7315993157917589,,,,,
679,ROCK NAME,SIO2,FEOT,CAO,NA2O,P2O5,0.7317314675157844,,,,,
680,ROCK NAME,SIO2,FEOT,MGO,MNO,K2O,0.7317781654541354,,,,,
681,ROCK NAME,SIO2,FEOT,MGO,MNO,NA2O,0.7318233339738749,,,,,
682,ROCK NAME,SIO2,FEOT,MGO,MNO,P2O5,0.7318864458932817,,,,,
683,ROCK NAME,SIO2,FEOT,MGO,K2O,NA2O,0.7319202168130075,,,,,
684,ROCK NAME,SIO2,FEOT,MGO,K2O,P2O5,0.7320051850465507,,,,,
685,ROCK NAME,SIO2,FEOT,MGO,NA2O,P2O5,0.7320428374850174,,,,,
686,ROCK NAME,SIO2,FEOT,MNO,K2O,NA2O,0.7320057339465424,,,,,
687,ROCK NAME,SIO2,FEOT,MNO,K2O,P2O5,0.7319259480112223,,,,,
688,ROCK NAME,SIO2,FEOT,MNO,NA2O,P2O5,0.7318794735340483,,,,,
689,ROCK NAME,SIO2,FEOT,K2O,NA2O,P2O5,0.7318400154148975,,,,,
690,ROCK NAME,SIO2,CAO,MGO,MNO,K2O,0.7318542706868832,,,,,
691,ROCK NAME,SIO2,CAO,MGO,MNO,NA2O,0.7319741558662589,,,,,
692,ROCK NAME,SIO2,CAO,MGO,MNO,P2O5,0.7320594357631421,,,,,
693,ROCK NAME,SIO2,CAO,MGO,K2O,NA2O,0.7321677326480427,,,,,
694,ROCK NAME,SIO2,CAO,MGO,K2O,P2O5,0.7322470228945075,,,,,
695,ROCK NAME,SIO2,CAO,MGO,NA2O,P2O5,0.7323274497604024,,,,,
696,ROCK NAME,SIO2,CAO,MNO,K2O,NA2O,0.7324049208315133,,,,,
697,ROCK NAME,SIO2,CAO,MNO,K2O,P2O5,0.7324535982606684,,,,,
698,ROCK NAME,SIO2,CAO,MNO,NA2O,P2O5,0.7325605565948938,,,,,
699,ROCK NAME,SIO2,CAO,K2O,NA2O,P2O5,0.7326563559896918,,,,,
700,ROCK NAME,SIO2,MGO,MNO,K2O,NA2O,0.7327329158047204,,,,,
701,ROCK NAME,SIO2,MGO,MNO,K2O,P2O5,0.7327267365254093,,,,,
702,ROCK NAME,SIO2,MGO,MNO,NA2O,P2O5,0.7327340836112789,,,,,
703,ROCK NAME,SIO2,MGO,K2O,NA2O,P2O5,0.7327090347923704,,,,,
704,ROCK NAME,SIO2,MNO,K2O,NA2O,P2O5,0.7325951519804971,,,,,
705,ROCK NAME,TIO2,AL2O3,CR2O3,FEOT,CAO,0.7326510792044335,,,,,
706,ROCK NAME,TIO2,AL2O3,CR2O3,FEOT,MGO,0.7327269967534015,,,,,
707,ROCK NAME,TIO2,AL2O3,CR2O3,FEOT,MNO,0.7327758730771936,,,,,
708,ROCK NAME,TIO2,AL2O3,CR2O3,FEOT,K2O,0.7327321897138563,,,,,
709,ROCK NAME,TIO2,AL2O3,CR2O3,FEOT,NA2O,0.7327635327635351,,,,,
710,ROCK NAME,TIO2,AL2O3,CR2O3,FEOT,P2O5,0.7327640670350493,,,,,
711,ROCK NAME,TIO2,AL2O3,CR2O3,CAO,MGO,0.7327979448765989,,,,,
712,ROCK NAME,TIO2,AL2O3,CR2O3,CAO,MNO,0.7328197402998733,,,,,
713,ROCK NAME,TIO2,AL2O3,CR2O3,CAO,K2O,0.7328893570723659,,,,,
714,ROCK NAME,TIO2,AL2O3,CR2O3,CAO,NA2O,0.7329043226479145,,,,,
715,ROCK NAME,TIO2,AL2O3,CR2O3,CAO,P2O5,0.7329802585854748,,,,,
716,ROCK NAME,TIO2,AL2O3,CR2O3,MGO,MNO,0.7330135986574873,,,,,
717,ROCK NAME,TIO2,AL2O3,CR2O3,MGO,K2O,0.7329807130178554,,,,,
718,ROCK NAME,TIO2,AL2O3,CR2O3,MGO,NA2O,0.7329875433723392,,,,,
719,ROCK NAME,TIO2,AL2O3,CR2O3,MGO,P2O5,0.7329059829059851,,,,,
720,ROCK NAME,TIO2,AL2O3,CR2O3,MNO,K2O,0.7329287038024922,,,,,
721,ROCK NAME,TIO2,AL2O3,CR2O3,MNO,NA2O,0.7329184785325157,,,,,
722,ROCK NAME,TIO2,AL2O3,CR2O3,MNO,P2O5,0.7329187896269521,,,,,
723,ROCK NAME,TIO2,AL2O3,CR2O3,K2O,NA2O,0.7329269700356276,,,,,
724,ROCK NAME,TIO2,AL2O3,CR2O3,K2O,P2O5,0.7328709434456582,,,,,
725,ROCK NAME,TIO2,AL2O3,CR2O3,NA2O,P2O5,0.7328791672226038,,,,,
726,ROCK NAME,TIO2,AL2O3,FEOT,CAO,MGO,0.7329291694261914,,,,,
727,ROCK NAME,TIO2,AL2O3,FEOT,CAO,MNO,0.7329712073301838,,,,,
728,ROCK NAME,TIO2,AL2O3,FEOT,CAO,K2O,0.7330470000794667,,,,,
729,ROCK NAME,TIO2,AL2O3,FEOT,CAO,NA2O,0.7330822568265514,,,,,
730,ROCK NAME,TIO2,AL2O3,FEOT,CAO,P2O5,0.7331641859685659,,,,,
731,ROCK NAME,TIO2,AL2O3,FEOT,MGO,MNO,0.7331732390930958,,,,,
732,ROCK NAME,TIO2,AL2O3,FEOT,MGO,K2O,0.7332094749102505,,,,,
733,ROCK NAME,TIO2,AL2O3,FEOT,MGO,NA2O,0.7332171478402202,,,,,
734,ROCK NAME,TIO2,AL2O3,FEOT,MGO,P2O5,0.7332312602153895,,,,,
735,ROCK NAME,TIO2,AL2O3,FEOT,MNO,K2O,0.7332169474379643,,,,,
736,ROCK NAME,TIO2,AL2O3,FEOT,MNO,NA2O,0.7332580815167903,,,,,
737,ROCK NAME,TIO2,AL2O3,FEOT,MNO,P2O5,0.7333196931209602,,,,,
738,ROCK NAME,TIO2,AL2O3,FEOT,K2O,NA2O,0.7333130292083857,,,,,
739,ROCK NAME,TIO2,AL2O3,FEOT,K2O,P2O5,0.733297399964069,,,,,
740,ROCK NAME,TIO2,AL2O3,FEOT,NA2O,P2O5,0.7333202609855801,,,,,
741,ROCK NAME,TIO2,AL2O3,CAO,MGO,MNO,0.7333213025036945,,,,,
742,ROCK NAME,TIO2,AL2O3,CAO,MGO,K2O,0.7333351227474172,,,,,
743,ROCK NAME,TIO2,AL2O3,CAO,MGO,NA2O,0.7333706052344064,,,,,
744,ROCK NAME,TIO2,AL2O3,CAO,MGO,P2O5,0.7333957946933358,,,,,
745,ROCK NAME,TIO2,AL2O3,CAO,MNO,K2O,0.7334552879682479,,,,,
746,ROCK NAME,TIO2,AL2O3,CAO,MNO,NA2O,0.73351716457473,,,,,
747,ROCK NAME,TIO2,AL2O3,CAO,MNO,P2O5,0.7335496747261471,,,,,
748,ROCK NAME,TIO2,AL2O3,CAO,K2O,NA2O,0.7336099921769722,,,,,
749,ROCK NAME,TIO2,AL2O3,CAO,K2O,P2O5,0.7336232985121892,,,,,
750,ROCK NAME,TIO2,AL2O3,CAO,NA2O,P2O5,0.7336428920982866,,,,,
751,ROCK NAME,TIO2,AL2O3,MGO,MNO,K2O,0.733649805015055,,,,,
752,ROCK NAME,TIO2,AL2O3,MGO,MNO,NA2O,0.7336693113585561,,,,,
753,ROCK NAME,TIO2,AL2O3,MGO,MNO,P2O5,0.7337139560835423,,,,,
754,ROCK NAME,TIO2,AL2O3,MGO,K2O,NA2O,0.7337245209209907,,,,,
755,ROCK NAME,TIO2,AL2O3,MGO,K2O,P2O5,0.7336898355416893,,,,,
756,ROCK NAME,TIO2,AL2O3,MGO,NA2O,P2O5,0.733712949476932,,,,,
757,ROCK NAME,TIO2,AL2O3,MNO,K2O,NA2O,0.7336533136884957,,,,,
758,ROCK NAME,TIO2,AL2O3,MNO,K2O,P2O5,0.7336889269256437,,,,,
759,ROCK NAME,TIO2,AL2O3,MNO,NA2O,P2O5,0.7336782126255829,,,,,
760,ROCK NAME,TIO2,AL2O3,K2O,NA2O,P2O5,0.7336288409437789,,,,,
761,ROCK NAME,TIO2,CR2O3,FEOT,CAO,MGO,0.7336830403322109,,,,,
762,ROCK NAME,TIO2,CR2O3,FEOT,CAO,MNO,0.7337321190532217,,,,,
763,ROCK NAME,TIO2,CR2O3,FEOT,CAO,K2O,0.7337325914987362,,,,,
764,ROCK NAME,TIO2,CR2O3,FEOT,CAO,NA2O,0.7337690631808295,,,,,
765,ROCK NAME,TIO2,CR2O3,FEOT,CAO,P2O5,0.7338079191865109,,,,,
766,ROCK NAME,TIO2,CR2O3,FEOT,MGO,MNO,0.7337835277861368,,,,,
767,ROCK NAME,TIO2,CR2O3,FEOT,MGO,K2O,0.7337591999050346,,,,,
768,ROCK NAME,TIO2,CR2O3,FEOT,MGO,NA2O,0.7337633388782079,,,,,
769,ROCK NAME,TIO2,CR2O3,FEOT,MGO,P2O5,0.7337341670675018,,,,,
770,ROCK NAME,TIO2,CR2O3,FEOT,MNO,K2O,0.7336385572442654,,,,,
771,ROCK NAME,TIO2,CR2O3,FEOT,MNO,NA2O,0.7335776390180548,,,,,
772,ROCK NAME,TIO2,CR2O3,FEOT,MNO,P2O5,0.733498450186679,,,,,
773,ROCK NAME,TIO2,CR2O3,FEOT,K2O,NA2O,0.7334366434280312,,,,,
774,ROCK NAME,TIO2,CR2O3,FEOT,K2O,P2O5,0.7333394602211817,,,,,
775,ROCK NAME,TIO2,CR2O3,FEOT,NA2O,P2O5,0.7333024936117731,,,,,
776,ROCK NAME,TIO2,CR2O3,CAO,MGO,MNO,0.7333548444659567,,,,,
777,ROCK NAME,TIO2,CR2O3,CAO,MGO,K2O,0.733407060742109,,,,,
778,ROCK NAME,TIO2,CR2O3,CAO,MGO,NA2O,0.7334506093598961,,,,,
779,ROCK NAME,TIO2,CR2O3,CAO,MGO,P2O5,0.7334830886112951,,,,,
780,ROCK NAME,TIO2,CR2O3,CAO,MNO,K2O,0.7335531795625705,,,,,
781,ROCK NAME,TIO2,CR2O3,CAO,MNO,NA2O,0.7336036607136364,,,,,
782,ROCK NAME,TIO2,CR2O3,CAO,MNO,P2O5,0.7336685672147584,,,,,
783,ROCK NAME,TIO2,CR2O3,CAO,K2O,NA2O,0.7337333081380712,,,,,
784,ROCK NAME,TIO2,CR2O3,CAO,K2O,P2O5,0.7337144101475325,,,,,
785,ROCK NAME,TIO2,CR2O3,CAO,NA2O,P2O5,0.7337547634409394,,,,,
786,ROCK NAME,TIO2,CR2O3,MGO,MNO,K2O,0.733723819280788,,,,,
787,ROCK NAME,TIO2,CR2O3,MGO,MNO,NA2O,0.7337110310883591,,,,,
788,ROCK NAME,TIO2,CR2O3,MGO,MNO,P2O5,0.7336633699117869,,,,,
789,ROCK NAME,TIO2,CR2O3,MGO,K2O,NA2O,0.7336146272855144,,,,,
790,ROCK NAME,TIO2,CR2O3,MGO,K2O,P2O5,0.7335984238639115,,,,,
791,ROCK NAME,TIO2,CR2O3,MGO,NA2O,P2O5,0.7335558817040305,,,,,
792,ROCK NAME,TIO2,CR2O3,MNO,K2O,NA2O,0.7335074590223819,,,,,
793,ROCK NAME,TIO2,CR2O3,MNO,K2O,P2O5,0.7333790226317521,,,,,
794,ROCK NAME,TIO2,CR2O3,MNO,NA2O,P2O5,0.7333452788379418,,,,,
795,ROCK NAME,TIO2,CR2O3,K2O,NA2O,P2O5,0.7332889518819172,,,,,
796,ROCK NAME,TIO2,FEOT,CAO,MGO,MNO,0.7333245158422914,,,,,
797,ROCK NAME,TIO2,FEOT,CAO,MGO,K2O,0.7333504701925762,,,,,
798,ROCK NAME,TIO2,FEOT,CAO,MGO,NA2O,0.7333763595757761,,,,,
799,ROCK NAME,TIO2,FEOT,CAO,MGO,P2O5,0.733418803418804,,,,,
800,ROCK NAME,TIO2,FEOT,CAO,MNO,K2O,0.7334326868242813,,,,,
801,ROCK NAME,TIO2,FEOT,CAO,MNO,NA2O,0.7334678498435778,,,,,
802,ROCK NAME,TIO2,FEOT,CAO,MNO,P2O5,0.7335076558820859,,,,,
803,ROCK NAME,TIO2,FEOT,CAO,K2O,NA2O,0.7335225581494247,,,,,
804,ROCK NAME,TIO2,FEOT,CAO,K2O,P2O5,0.7335421422377952,,,,,
805,ROCK NAME,TIO2,FEOT,CAO,NA2O,P2O5,0.73354046927248,,,,,
806,ROCK NAME,TIO2,FEOT,MGO,MNO,K2O,0.733472900346094,,,,,
807,ROCK NAME,TIO2,FEOT,MGO,MNO,NA2O,0.7334783692044426,,,,,
808,ROCK NAME,TIO2,FEOT,MGO,MNO,P2O5,0.7334908678130772,,,,,
809,ROCK NAME,TIO2,FEOT,MGO,K2O,NA2O,0.7334998182734817,,,,,
810,ROCK NAME,TIO2,FEOT,MGO,K2O,P2O5,0.7334150679814478,,,,,
811,ROCK NAME,TIO2,FEOT,MGO,NA2O,P2O5,0.7333948512109438,,,,,
812,ROCK NAME,TIO2,FEOT,MNO,K2O,NA2O,0.7333723479684944,,,,,
813,ROCK NAME,TIO2,FEOT,MNO,K2O,P2O5,0.7332682332682338,,,,,
814,ROCK NAME,TIO2,FEOT,MNO,NA2O,P2O5,0.7331958354453247,,,,,
815,ROCK NAME,TIO2,FEOT,K2O,NA2O,P2O5,0.7331562017019538,,,,,
816,ROCK NAME,TIO2,CAO,MGO,MNO,K2O,0.7331573484164269,,,,,
817,ROCK NAME,TIO2,CAO,MGO,MNO,NA2O,0.7332235062471417,,,,,
818,ROCK NAME,TIO2,CAO,MGO,MNO,P2O5,0.7333405225143124,,,,,
819,ROCK NAME,TIO2,CAO,MGO,K2O,NA2O,0.733384291107869,,,,,
820,ROCK NAME,TIO2,CAO,MGO,K2O,P2O5,0.7334453038878542,,,,,
821,ROCK NAME,TIO2,CAO,MGO,NA2O,P2O5,0.733464576935786,,,,,
822,ROCK NAME,TIO2,CAO,MNO,K2O,NA2O,0.7335368829901034,,,,,
823,ROCK NAME,TIO2,CAO,MNO,K2O,P2O5,0.7335629131745643,,,,,
824,ROCK NAME,TIO2,CAO,MNO,NA2O,P2O5,0.7336383780828231,,,,,
825,ROCK NAME,TIO2,CAO,K2O,NA2O,P2O5,0.7336814681447457,,,,,
826,ROCK NAME,TIO2,MGO,MNO,K2O,NA2O,0.7336739275473663,,,,,
827,ROCK NAME,TIO2,MGO,MNO,K2O,P2O5,0.7336308499754559,,,,,
828,ROCK NAME,TIO2,MGO,MNO,NA2O,P2O5,0.7335913130042608,,,,,
829,ROCK NAME,TIO2,MGO,K2O,NA2O,P2O5,0.7335690339706408,,,,,
830,ROCK NAME,TIO2,MNO,K2O,NA2O,P2O5,0.7335182385322783,,,,,
831,ROCK NAME,AL2O3,CR2O3,FEOT,CAO,MGO,0.7335520308276721,,,,,
832,ROCK NAME,AL2O3,CR2O3,FEOT,CAO,MNO,0.7336484451330392,,,,,
833,ROCK NAME,AL2O3,CR2O3,FEOT,CAO,K2O,0.7337355187075412,,,,,
834,ROCK NAME,AL2O3,CR2O3,FEOT,CAO,NA2O,0.7337859892750114,,,,,
835,ROCK NAME,AL2O3,CR2O3,FEOT,CAO,P2O5,0.7338249794390147,,,,,
836,ROCK NAME,AL2O3,CR2O3,FEOT,MGO,MNO,0.7338479919125082,,,,,
837,ROCK NAME,AL2O3,CR2O3,FEOT,MGO,K2O,0.733900414091345,,,,,
838,ROCK NAME,AL2O3,CR2O3,FEOT,MGO,NA2O,0.7339210179893534,,,,,
839,ROCK NAME,AL2O3,CR2O3,FEOT,MGO,P2O5,0.7339370506037174,,,,,
840,ROCK NAME,AL2O3,CR2O3,FEOT,MNO,K2O,0.7339022305332255,,,,,
841,ROCK NAME,AL2O3,CR2O3,FEOT,MNO,NA2O,0.7339295260910462,,,,,
842,ROCK NAME,AL2O3,CR2O3,FEOT,MNO,P2O5,0.7339882998245987,,,,,
843,ROCK NAME,AL2O3,CR2O3,FEOT,K2O,NA2O,0.7340345570993281,,,,,
844,ROCK NAME,AL2O3,CR2O3,FEOT,K2O,P2O5,0.7340368740763219,,,,,
845,ROCK NAME,AL2O3,CR2O3,FEOT,NA2O,P2O5,0.7340492884228109,,,,,
846,ROCK NAME,AL2O3,CR2O3,CAO,MGO,MNO,0.7341121280515219,,,,,
847,ROCK NAME,AL2O3,CR2O3,CAO,MGO,K2O,0.7341445824150225,,,,,
848,ROCK NAME,AL2O3,CR2O3,CAO,MGO,NA2O,0.7342015689090677,,,,,
849,ROCK NAME,AL2O3,CR2O3,CAO,MGO,P2O5,0.7342550695491868,,,,,
850,ROCK NAME,AL2O3,CR2O3,CAO,MNO,K2O,0.7342760821021688,,,,,
851,ROCK NAME,AL2O3,CR2O3,CAO,MNO,NA2O,0.7343070770300812,,,,,
852,ROCK NAME,AL2O3,CR2O3,CAO,MNO,P2O5,0.7343613791444973,,,,,
853,ROCK NAME,AL2O3,CR2O3,CAO,K2O,NA2O,0.734392201605316,,,,,
854,ROCK NAME,AL2O3,CR2O3,CAO,K2O,P2O5,0.7344462771363354,,,,,
855,ROCK NAME,AL2O3,CR2O3,CAO,NA2O,P2O5,0.7344514116320967,,,,,
856,ROCK NAME,AL2O3,CR2O3,MGO,MNO,K2O,0.7344543178848892,,,,,
857,ROCK NAME,AL2O3,CR2O3,MGO,MNO,NA2O,0.7344649652341955,,,,,
858,ROCK NAME,AL2O3,CR2O3,MGO,MNO,P2O5,0.7344512656891387,,,,,
859,ROCK NAME,AL2O3,CR2O3,MGO,K2O,NA2O,0.7344773515316144,,,,,
860,ROCK NAME,AL2O3,CR2O3,MGO,K2O,P2O5,0.7344912439763381,,,,,
861,ROCK NAME,AL2O3,CR2O3,MGO,NA2O,P2O5,0.7344852735417307,,,,,
862,ROCK NAME,AL2O3,CR2O3,MNO,K2O,NA2O,0.7344749152396883,,,,,
863,ROCK NAME,AL2O3,CR2O3,MNO,K2O,P2O5,0.7344272097358507,,,,,
864,ROCK NAME,AL2O3,CR2O3,MNO,NA2O,P2O5,0.7343993764032288,,,,,
865,ROCK NAME,AL2O3,CR2O3,K2O,NA2O,P2O5,0.7343803802618265,,,,,
866,ROCK NAME,AL2O3,FEOT,CAO,MGO,MNO,0.7344600093542797,,,,,
867,ROCK NAME,AL2O3,FEOT,CAO,MGO,K2O,0.7345066323560935,,,,,
868,ROCK NAME,AL2O3,FEOT,CAO,MGO,NA2O,0.7345607978519358,,,,,
869,ROCK NAME,AL2O3,FEOT,CAO,MGO,P2O5,0.7346050146816417,,,,,
870,ROCK NAME,AL2O3,FEOT,CAO,MNO,K2O,0.7346458590239671,,,,,
871,ROCK NAME,AL2O3,FEOT,CAO,MNO,NA2O,0.7347116582590574,,,,,
872,ROCK NAME,AL2O3,FEOT,CAO,MNO,P2O5,0.7348023266312674,,,,,
873,ROCK NAME,AL2O3,FEOT,CAO,K2O,NA2O,0.7348645365426433,,,,,
874,ROCK NAME,AL2O3,FEOT,CAO,K2O,P2O5,0.7349135802469117,,,,,
875,ROCK NAME,AL2O3,FEOT,CAO,NA2O,P2O5,0.7349364936883943,,,,,
876,ROCK NAME,AL2O3,FEOT,MGO,MNO,K2O,0.7350156635599413,,,,,
877,ROCK NAME,AL2O3,FEOT,MGO,MNO,NA2O,0.7350373269127997,,,,,
878,ROCK NAME,AL2O3,FEOT,MGO,MNO,P2O5,0.7350859508614515,,,,,
879,ROCK NAME,AL2O3,FEOT,MGO,K2O,NA2O,0.7350966934300249,,,,,
880,ROCK NAME,AL2O3,FEOT,MGO,K2O,P2O5,0.7351408278385181,,,,,
881,ROCK NAME,AL2O3,FEOT,MGO,NA2O,P2O5,0.7351730182417995,,,,,
882,ROCK NAME,AL2O3,FEOT,MNO,K2O,NA2O,0.7351255486400806,,,,,
883,ROCK NAME,AL2O3,FEOT,MNO,K2O,P2O5,0.7351576834985565,,,,,
884,ROCK NAME,AL2O3,FEOT,MNO,NA2O,P2O5,0.7351886726651302,,,,,
885,ROCK NAME,AL2O3,FEOT,K2O,NA2O,P2O5,0.7351842205115321,,,,,
886,ROCK NAME,AL2O3,CAO,MGO,MNO,K2O,0.7352215337934971,,,,,
887,ROCK NAME,AL2O3,CAO,MGO,MNO,NA2O,0.7352544852544831,,,,,
888,ROCK NAME,AL2O3,CAO,MGO,MNO,P2O5,0.7352638612481112,,,,,
889,ROCK NAME,AL2O3,CAO,MGO,K2O,NA2O,0.7352956240596668,,,,,
890,ROCK NAME,AL2O3,CAO,MGO,K2O,P2O5,0.735310262059231,,,,,
891,ROCK NAME,AL2O3,CAO,MGO,NA2O,P2O5,0.7353355137361095,,,,,
892,ROCK NAME,AL2O3,CAO,MNO,K2O,NA2O,0.7354011202462095,,,,,
893,ROCK NAME,AL2O3,CAO,MNO,K2O,P2O5,0.7354655177175661,,,,,
894,ROCK NAME,AL2O3,CAO,MNO,NA2O,P2O5,0.7354820226328582,,,,,
895,ROCK NAME,AL2O3,CAO,K2O,NA2O,P2O5,0.7354592745217723,,,,,
896,ROCK NAME,AL2O3,MGO,MNO,K2O,NA2O,0.7354524578604824,,,,,
897,ROCK NAME,AL2O3,MGO,MNO,K2O,P2O5,0.7354985331971206,,,,,
898,ROCK NAME,AL2O3,MGO,MNO,NA2O,P2O5,0.7355666895896759,,,,,
899,ROCK NAME,AL2O3,MGO,K2O,NA2O,P2O5,0.7356157011712545,,,,,
900,ROCK NAME,AL2O3,MNO,K2O,NA2O,P2O5,0.7356287674452654,,,,,
901,ROCK NAME,CR2O3,FEOT,CAO,MGO,MNO,0.7356933942299776,,,,,
902,ROCK NAME,CR2O3,FEOT,CAO,MGO,K2O,0.7357484127509947,,,,,
903,ROCK NAME,CR2O3,FEOT,CAO,MGO,NA2O,0.735792804376873,,,,,
904,ROCK NAME,CR2O3,FEOT,CAO,MGO,P2O5,0.7358119133441393,,,,,
905,ROCK NAME,CR2O3,FEOT,CAO,MNO,K2O,0.7358278355334987,,,,,
906,ROCK NAME,CR2O3,FEOT,CAO,MNO,NA2O,0.7358845572737496,,,,,
907,ROCK NAME,CR2O3,FEOT,CAO,MNO,P2O5,0.73591814450845,,,,,
908,ROCK NAME,CR2O3,FEOT,CAO,K2O,NA2O,0.7359328525445109,,,,,
909,ROCK NAME,CR2O3,FEOT,CAO,K2O,P2O5,0.7359454410736433,,,,,
910,ROCK NAME,CR2O3,FEOT,CAO,NA2O,P2O5,0.7360184637901405,,,,,
911,ROCK NAME,CR2O3,FEOT,MGO,MNO,K2O,0.735950750570631,,,,,
912,ROCK NAME,CR2O3,FEOT,MGO,MNO,NA2O,0.7359611978085847,,,,,
913,ROCK NAME,CR2O3,FEOT,MGO,MNO,P2O5,0.7359529197603568,,,,,
914,ROCK NAME,CR2O3,FEOT,MGO,K2O,NA2O,0.735950887134855,,,,,
915,ROCK NAME,CR2O3,FEOT,MGO,K2O,P2O5,0.735903241725655,,,,,
916,ROCK NAME,CR2O3,FEOT,MGO,NA2O,P2O5,0.7359292295679033,,,,,
917,ROCK NAME,CR2O3,FEOT,MNO,K2O,NA2O,0.7358734355829459,,,,,
918,ROCK NAME,CR2O3,FEOT,MNO,K2O,P2O5,0.7357009921391465,,,,,
919,ROCK NAME,CR2O3,FEOT,MNO,NA2O,P2O5,0.7356362773029409,,,,,
920,ROCK NAME,CR2O3,FEOT,K2O,NA2O,P2O5,0.7356150103164187,,,,,
